FECHA,AGRO,ALUA,BBAR,BMA,BYMA,GGAL,SUPV,PAMP,YPFD,VALO,CEPU,TRAN,TXAR,LOMA,HARG,COME,CRES,TGNO4,TGSU2,EDN,CVH,MIRG,TECO2,AUSO,BHIP,BOLT,BPAT,CADO,CAPX,CARC,CECO2,CELU,CGPA2,CTIO,DGCU2,DOME,DYCA,ESME,FERR,FIPL,GAMI,GARO,GBAN,GCLA,GRIM,HAVA,INTR,INVJ,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,MTR,OEST,PATA,PGR,POLL,RICH,ROSE,SAMI,SEMI,TGLT,AMZN,AAPL,BABA,C,DISN,FB,GLNT,GOLD,GOOGL,INTC,KO,MCD,MELI,MSFT,NFLX,PBR,TSLA
19/12/2023,"57,90","989,50","1.653,80","2.520,30","817,50","1.601,15","711,00","1.939,90","16.714,45","216,00","882,15","1.113,00","837,00","1.304,60","0,00","67,10","934,50","1.733,00","2.847,70","1.004,25","3.518,00","11.639,50","1.520,80","1.910,50","75,20","21,70","554,00","497,00","5.310,50","0,00","485,00","509,50","995,50","1.580,00","943,00","0,00","355,00","0,00","67,00","156,50","0,00","85,20","889,50","850,00","739,00","4.968,50","160,25","438,00","867,70","685,50","37,60","786,00","20.856,50","2.679,00","80,30","0,00","763,50","794,00","0,00","98,00","723,00","65,00","880,00","96,40","0,00","1.011,50","18.608,00","9.477,50","16.134,00","7.393,50","0,00","0,00","17.134,50","2.242,00","8.770,00","11.163,00","11.477,00","25.711,50","11.760,00","29.337,00","14.784,50","16.209,50"
18/12/2023,"51,20","951,50","1.710,80","0,00","0,00","1.646,70","725,05","1.944,30","16.899,70","211,75","918,50","1.128,50","815,50","1.301,15","1.125,00","66,90","953,75","1.704,00","2.985,35","1.037,60","3.355,00","11.622,00","1.528,40","1.891,50","74,00","0,00","548,50","495,00","5.466,50","10,80","489,00","518,00","940,00","1.534,00","917,00","29,00","342,00","0,00","65,80","152,25","0,00","85,20","867,00","852,00","737,50","4.514,50","165,50","396,00","879,15","673,50","37,35","778,00","20.791,50","2.519,00","79,10","0,00","716,50","757,00","0,00","0,00","724,00","65,00","859,00","84,70","0,00","1.017,00","18.544,00","9.011,00","15.691,00","7.330,50","0,00","0,00","16.733,50","2.220,00","8.692,50","11.168,50","11.411,00","25.538,00","11.745,00","28.887,50","14.535,00","15.944,00"
17/12/2023,"51,20","951,50","1.710,80","2.578,45","806,00","1.646,70","725,05","1.944,30","16.899,70","211,75","918,50","1.128,50","815,50","1.301,15","1.125,00","66,90","953,75","1.704,00","2.985,35","1.037,60","3.355,00","11.622,00","1.528,40","1.891,50","74,00","19,50","548,50","495,00","5.466,50","10,80","489,00","518,00","940,00","1.534,00","917,00","29,00","342,00","0,00","65,80","152,25","0,00","85,20","867,00","852,00","737,50","4.514,50","165,50","396,00","879,15","673,50","37,35","778,00","20.791,50","2.519,00","79,10","0,00","716,50","757,00","0,00","0,00","724,00","0,00","859,00","84,70","0,00","1.017,00","18.544,00","9.011,00","15.691,00","7.330,50","0,00","0,00","16.733,50","2.220,00","8.692,50","11.168,50","11.411,00","25.538,00","11.745,00","28.887,50","14.535,00","15.944,00"
16/12/2023,"51,20","951,50","1.710,80","2.578,45","806,00","1.646,70","725,05","1.944,30","16.899,70","211,75","918,50","1.128,50","815,50","1.301,15","0,00","66,90","953,75","1.704,00","2.985,35","1.037,60","3.355,00","11.622,00","1.528,40","1.891,50","74,00","19,50","548,50","495,00","5.466,50","10,80","489,00","518,00","940,00","1.534,00","917,00","29,00","342,00","0,00","65,80","152,25","0,00","0,00","867,00","852,00","737,50","4.514,50","165,50","396,00","879,15","673,50","37,35","778,00","20.791,50","2.519,00","79,10","0,00","716,50","757,00","0,00","0,00","724,00","65,00","859,00","84,70","0,00","1.017,00","18.544,00","9.011,00","15.691,00","7.330,50","0,00","0,00","16.733,50","2.220,00","8.692,50","11.168,50","11.411,00","25.538,00","11.745,00","28.887,50","14.535,00","15.944,00"
15/12/2023,"52,60","923,00","1.706,45","2.696,75","825,50","1.652,50","729,90","1.950,55","17.015,90","217,75","926,00","1.114,50","810,00","1.315,60","1.110,00","67,50","964,65","1.698,50","3.039,10","963,65","3.405,00","11.981,50","1.520,10","1.946,00","74,60","20,30","520,00","487,50","5.655,50","10,80","501,50","514,00","929,00","1.498,00","918,00","0,00","369,50","0,00","66,50","149,25","0,00","89,00","847,50","880,00","770,50","4.755,00","165,50","399,00","903,70","695,00","37,95","734,00","20.312,00","2.597,50","81,70","0,00","717,50","744,00","0,00","96,00","731,00","63,90","861,50","87,70","0,00","1.030,00","19.633,50","9.599,00","16.417,50","7.729,00","0,00","0,00","17.499,00","2.269,50","9.100,00","11.624,00","11.861,00","26.641,50","12.295,50","29.275,50","14.823,00","16.743,00"
14/12/2023,"57,00","1.026,50","1.859,10","2.881,05","863,50","1.788,85","799,45","2.029,60","17.995,45","226,50","1.026,35","1.187,50","882,00","1.399,15","1.132,00","69,95","1.011,45","1.854,00","3.131,20","1.024,30","3.488,50","11.847,00","1.582,20","2.021,00","78,00","22,25","564,00","501,00","5.955,50","11,50","532,00","521,00","931,50","1.513,00","965,00","0,00","364,00","0,00","67,90","0,00","0,00","89,00","869,00","859,50","743,50","4.922,50","162,50","404,00","939,85","700,00","38,55","753,50","19.991,50","2.637,00","85,80","0,00","736,50","763,50","0,00","99,00","752,50","65,00","918,50","91,40","0,00","1.036,50","20.107,00","9.128,50","17.040,00","7.916,00","0,00","0,00","17.826,50","2.294,50","9.170,00","11.984,00","12.145,00","26.909,00","12.359,50","29.300,00","15.365,50","16.980,50"
13/12/2023,"61,30","1.044,50","1.888,65","2.836,05","881,50","1.827,30","811,00","2.060,35","18.191,65","224,75","1.004,30","1.210,00","929,00","1.397,75","1.159,00","70,65","1.021,60","1.860,50","0,00","1.041,85","3.575,50","11.945,00","1.683,90","2.006,50","79,30","23,00","560,00","472,00","5.785,50","11,95","543,00","531,00","925,50","1.537,50","0,00","29,40","341,50","0,00","67,90","158,00","0,00","0,00","868,00","888,50","743,50","5.220,50","160,00","423,50","938,20","723,00","39,50","735,00","21.200,00","2.732,00","87,10","0,00","747,00","0,00","0,00","99,00","757,50","68,00","948,50","96,20","0,00","1.047,50","19.845,00","0,00","16.448,00","7.835,50","0,00","0,00","17.182,50","2.313,00","9.007,00","12.091,00","12.292,00","27.164,00","12.596,00","30.366,00","14.792,50","15.997,00"
12/12/2023,"58,50","1.115,50","1.855,80","2.713,80","943,00","1.780,85","764,35","2.061,35","18.217,15","222,25","976,70","1.196,50","1.003,00","1.409,90","1.153,00","70,35","1.020,25","1.707,50","3.044,85","1.038,00","3.541,50","11.938,00","1.752,45","1.945,00","79,90","23,75","534,50","466,50","5.763,50","12,05","579,00","547,50","918,50","1.607,00","919,50","31,00","375,50","0,00","68,30","151,75","0,00","92,00","859,00","864,50","773,50","5.654,50","162,50","455,50","930,90","725,50","40,35","772,50","21.093,50","2.520,00","87,50","0,00","773,50","789,50","0,00","90,00","779,50","68,00","978,50","99,70","0,00","1.054,00","20.114,00","8.549,50","16.521,00","7.818,00","0,00","0,00","16.863,50","2.361,00","9.102,00","12.259,00","12.512,50","27.673,50","12.849,00","30.114,50","14.984,50","16.330,00"
11/12/2023,"48,40","1.119,00","1.875,70","2.772,75","891,00","1.756,35","784,95","1.938,60","17.495,35","209,25","909,50","1.146,50","991,00","1.313,70","1.099,00","69,40","947,20","1.524,50","2.896,30","926,55","3.383,00","11.728,50","1.698,05","0,00","77,80","21,75","513,50","448,00","5.691,50","11,15","511,50","539,00","865,50","1.576,00","859,50","29,00","332,50","0,00","68,10","150,00","0,00","91,00","800,00","848,20","729,50","5.822,50","143,75","463,00","900,85","728,00","39,75","773,50","21.125,00","2.319,00","85,40","0,00","789,50","766,00","0,00","89,00","768,00","65,00","891,50","95,90","0,00","1.014,00","19.316,00","8.203,50","16.002,50","7.722,00","0,00","0,00","16.664,50","2.293,00","8.915,50","11.804,50","11.958,00","27.038,50","12.373,00","28.919,00","0,00","15.993,00"
10/12/2023,"48,40","1.119,00","1.875,70","2.772,75","891,00","0,00","784,95","1.938,60","17.495,35","209,25","909,50","1.146,50","991,00","1.313,70","1.099,00","69,40","947,20","1.524,50","2.896,30","926,55","3.383,00","11.728,50","0,00","1.872,50","77,80","21,75","513,50","448,00","5.691,50","11,15","511,50","539,00","865,50","1.576,00","859,50","29,00","332,50","0,00","68,10","150,00","0,00","91,00","800,00","848,20","729,50","5.822,50","143,75","463,00","900,85","728,00","39,75","773,50","21.125,00","2.319,00","85,40","0,00","789,50","766,00","0,00","89,00","768,00","65,00","891,50","95,90","0,00","1.014,00","19.316,00","8.203,50","16.002,50","7.722,00","0,00","0,00","16.664,50","2.293,00","8.915,50","0,00","11.958,00","27.038,50","12.373,00","28.919,00","14.709,50","15.993,00"
9/12/2023,"48,40","1.119,00","1.875,70","2.772,75","891,00","1.756,35","784,95","1.938,60","17.495,35","209,25","909,50","1.146,50","991,00","1.313,70","1.099,00","69,40","947,20","1.524,50","2.896,30","926,55","3.383,00","11.728,50","1.698,05","1.872,50","77,80","21,75","0,00","448,00","5.691,50","11,15","511,50","539,00","865,50","1.576,00","859,50","29,00","332,50","0,00","68,10","150,00","0,00","91,00","800,00","848,20","729,50","5.822,50","143,75","463,00","0,00","728,00","39,75","773,50","21.125,00","2.319,00","85,40","0,00","0,00","766,00","0,00","89,00","768,00","65,00","891,50","95,90","0,00","1.014,00","19.316,00","8.203,50","16.002,50","7.722,00","0,00","0,00","16.664,50","2.293,00","8.915,50","11.804,50","11.958,00","27.038,50","12.373,00","0,00","14.709,50","15.993,00"
8/12/2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
7/12/2023,"43,70","1.097,00","1.750,20","2.630,95","830,00","1.657,00","736,65","1.901,10","16.489,10","192,75","863,15","1.047,50","0,00","1.310,90","1.075,00","68,60","959,05","1.487,00","2.772,50","853,10","0,00","11.733,00","1.630,60","1.849,00","76,30","21,10","486,00","416,00","5.513,00","10,50","457,50","514,50","833,50","1.598,00","832,00","30,05","342,50","0,00","67,30","150,50","0,00","0,00","782,00","835,45","729,50","5.725,00","149,75","388,00","891,75","707,00","39,90","776,50","20.933,50","2.359,00","0,00","0,00","825,00","711,00","0,00","0,00","739,50","65,00","898,50","99,90","0,00","1.013,50","19.335,00","8.008,50","16.198,00","7.894,50","0,00","0,00","17.139,00","2.352,50","8.411,50","11.691,50","11.858,50","26.304,00","12.320,50","28.244,50","14.231,50","15.915,50"
6/12/2023,"39,95","1.024,50","1.727,40","2.503,25","771,50","1.631,35","655,80","1.800,20","15.800,30","187,00","842,35","1.024,50","941,50","1.272,65","1.018,00","63,75","878,35","1.474,50","2.511,05","810,40","3.381,50","10.761,00","1.596,05","1.728,50","72,80","18,45","440,00","383,50","5.240,00","9,51","444,50","509,50","794,00","1.492,50","802,00","30,05","326,00","0,00","63,80","142,75","0,00","91,00","735,50","796,95","0,00","5.289,00","144,00","331,00","865,20","682,50","37,80","727,50","0,00","2.214,00","76,70","0,00","853,50","662,00","0,00","93,00","708,00","59,00","830,50","94,60","0,00","945,50","18.032,00","7.789,00","15.069,00","7.155,00","0,00","0,00","16.325,00","2.114,00","7.746,50","10.984,00","11.170,50","24.489,50","11.550,00","26.429,00","13.468,50","15.122,50"
5/12/2023,"39,45","986,00","1.732,90","2.552,65","763,00","1.641,35","649,45","1.806,85","16.149,25","180,50","800,10","1.027,00","882,00","1.267,75","946,50","64,65","898,35","1.385,00","2.493,75","816,60","3.589,50","10.924,50","1.596,40","1.650,00","71,70","0,00","423,00","364,00","5.204,50","9,60","445,00","499,50","768,00","1.430,00","783,50","0,00","321,00","0,00","61,30","140,50","0,00","86,00","699,50","773,40","748,50","4.915,50","141,75","314,50","844,80","630,00","37,45","625,50","19.753,50","2.252,50","73,10","0,00","722,00","657,00","0,00","96,80","700,00","58,00","793,50","89,30","0,00","918,00","17.479,00","0,00","14.163,00","6.841,00","0,00","0,00","15.843,00","2.045,50","7.592,50","10.670,50","0,00","23.858,00","11.235,50","25.490,00","13.356,00","14.486,50"
4/12/2023,"39,00","1.026,00","1.646,30","2.477,60","728,50","1.521,45","611,75","1.693,25","14.664,55","168,50","724,90","918,50","920,00","1.215,95","962,50","62,15","844,85","1.241,00","2.415,85","756,70","3.491,00","0,00","1.536,50","1.596,00","70,70","17,85","407,00","352,00","4.993,00","9,14","440,00","498,00","734,50","1.353,50","748,00","0,00","307,50","0,00","60,20","134,00","0,00","86,00","610,50","752,70","780,00","4.389,00","132,25","303,00","861,90","640,00","36,00","548,00","18.280,50","2.179,00","68,20","0,00","623,00","0,00","0,00","0,00","694,00","58,00","744,50","81,60","0,00","883,00","16.635,00","7.644,50","13.882,50","6.755,50","0,00","0,00","15.444,00","1.938,50","7.429,00","10.397,50","10.483,50","23.590,00","10.807,50","24.522,50","13.027,00","13.896,00"
3/12/2023,"39,00","1.026,00","1.646,30","2.477,60","728,50","1.521,45","611,75","1.693,25","14.664,55","168,50","724,90","918,50","920,00","1.215,95","962,50","62,15","844,85","1.241,00","2.415,85","756,70","3.491,00","10.793,00","1.536,50","1.596,00","70,70","17,85","407,00","352,00","4.993,00","9,14","440,00","498,00","734,50","1.353,50","748,00","0,00","307,50","0,00","60,20","134,00","0,00","86,00","610,50","752,70","780,00","4.389,00","132,25","303,00","861,90","640,00","36,00","548,00","18.280,50","2.179,00","68,20","0,00","623,00","603,00","0,00","0,00","694,00","58,00","744,50","81,60","0,00","883,00","16.635,00","7.644,50","13.882,50","6.755,50","0,00","0,00","15.444,00","1.938,50","7.429,00","10.397,50","10.483,50","23.590,00","10.807,50","24.522,50","13.027,00","13.896,00"
2/12/2023,"39,00","1.026,00","1.646,30","2.477,60","728,50","1.521,45","611,75","1.693,25","14.664,55","168,50","724,90","918,50","920,00","1.215,95","962,50","62,15","844,85","1.241,00","2.415,85","756,70","3.491,00","10.793,00","1.536,50","1.596,00","70,70","17,85","407,00","352,00","4.993,00","9,14","440,00","498,00","734,50","1.353,50","748,00","0,00","307,50","0,00","60,20","134,00","0,00","86,00","610,50","752,70","780,00","4.389,00","132,25","303,00","861,90","640,00","36,00","548,00","18.280,50","2.179,00","68,20","0,00","623,00","603,00","0,00","0,00","694,00","58,00","744,50","81,60","0,00","883,00","16.635,00","7.644,50","13.882,50","6.755,50","0,00","0,00","15.444,00","1.938,50","7.429,00","10.397,50","10.483,50","23.590,00","10.807,50","24.522,50","13.027,00","13.896,00"
1/12/2023,"38,95","1.050,00","1.679,65","2.633,80","711,50","1.600,35","633,25","1.738,50","15.296,90","167,25","765,75","859,50","919,00","1.260,05","966,50","64,00","861,10","1.208,50","2.560,45","771,15","3.490,00","11.167,00","1.557,10","1.576,00","74,00","17,95","424,00","358,50","4.875,00","9,42","444,00","508,00","702,00","1.399,00","698,50","31,50","323,50","0,00","61,20","140,50","0,00","84,00","607,00","766,60","780,00","4.056,50","132,00","292,00","843,05","654,50","36,95","505,00","17.377,00","1.890,00","65,60","0,00","607,50","603,50","0,00","100,00","698,00","0,00","699,00","69,60","0,00","923,00","17.327,50","7.697,50","14.113,00","6.988,50","0,00","0,00","15.969,50","2.051,00","7.877,00","10.601,50","10.732,50","24.820,50","11.279,00","26.189,00","13.908,50","14.353,00"
30/11/2023,"36,55","956,50","1.589,00","2.383,55","670,00","1.501,65","603,50","1.633,40","14.450,00","163,25","744,45","796,00","826,00","1.163,05","944,00","63,00","838,70","1.146,00","2.410,00","736,00","3.222,00","10.670,00","1.495,00","1.545,00","73,70","18,40","418,00","346,00","4.565,00","9,19","404,00","490,00","689,00","1.355,00","639,00","0,00","318,50","0,00","58,80","134,50","0,00","82,00","579,00","740,00","0,00","3.820,00","130,00","289,00","784,95","570,00","34,95","443,00","16.180,00","1.743,50","57,40","0,00","570,00","585,00","0,00","0,00","680,00","59,00","639,00","63,50","0,00","845,00","15.770,00","7.280,00","12.876,00","6.450,00","0,00","0,00","14.712,50","1.904,50","7.480,00","9.752,50","9.753,00","22.645,00","10.465,00","24.547,00","12.854,00","13.489,00"
29/11/2023,"34,50","895,50","1.530,85","2.402,65","642,50","1.480,20","599,95","1.574,55","14.301,45","163,50","708,30","794,00","790,00","1.085,95","1.000,00","62,00","828,75","1.135,00","2.361,95","668,65","3.022,50","10.634,00","1.421,70","1.497,50","70,50","18,50","419,50","348,00","4.689,50","9,22","393,50","472,50","649,00","1.342,00","625,50","0,00","372,00","0,00","58,00","131,50","0,00","88,00","570,00","789,20","780,00","3.737,50","135,75","249,75","764,55","570,00","33,55","426,50","16.076,50","1.687,00","58,60","0,00","569,50","576,00","0,00","0,00","667,00","58,50","613,50","62,50","0,00","849,00","15.600,50","6.882,00","12.578,00","6.343,50","0,00","0,00","14.377,50","1.927,50","7.482,00","9.545,50","9.593,50","22.033,50","10.498,00","24.341,00","12.597,00","13.453,50"
28/11/2023,"31,35","834,00","1.527,30","2.299,60","637,50","1.438,85","569,80","1.566,75","14.407,80","163,00","702,50","765,00","757,50","1.071,60","965,00","58,40","796,90","1.076,00","2.399,65","680,60","3.015,00","10.096,50","1.371,40","1.502,00","70,20","19,00","423,00","347,00","4.634,00","9,11","390,00","498,00","618,00","1.230,00","604,50","0,00","407,00","0,00","57,90","136,00","0,00","92,00","555,50","844,80","750,00","3.708,00","144,00","243,75","743,50","562,00","35,15","387,50","16.218,00","1.610,00","59,20","0,00","533,00","571,00","0,00","0,00","698,00","58,50","600,00","57,30","0,00","856,00","15.953,50","7.184,00","12.631,50","6.499,00","0,00","0,00","14.630,00","1.969,00","7.237,00","9.913,00","9.955,50","22.241,50","10.693,50","24.865,00","13.261,00","13.797,00"
27/11/2023,"34,00","912,50","1.690,90","2.549,40","666,50","1.600,55","612,85","1.710,30","15.728,20","171,75","747,65","763,50","831,00","1.184,35","950,00","61,45","850,00","1.143,50","2.640,30","744,45","3.075,50","9.971,00","1.577,60","1.563,50","74,10","19,30","452,50","374,50","4.939,50","9,66","408,00","503,50","617,00","1.385,00","632,50","31,50","420,00","0,00","60,80","135,00","0,00","94,80","600,00","896,10","770,00","3.771,00","149,00","252,00","763,60","582,00","35,45","397,50","16.214,00","1.767,00","63,60","0,00","590,00","610,00","0,00","0,00","723,00","57,90","587,50","61,70","0,00","881,00","16.365,50","7.395,50","13.190,50","6.829,50","0,00","0,00","14.209,00","2.019,00","7.547,50","10.038,50","10.050,00","22.900,50","10.857,50","25.441,00","13.112,50","13.518,00"
26/11/2023,"34,00","912,50","1.690,90","2.549,40","666,50","1.600,55","612,85","1.710,30","15.728,20","171,75","747,65","763,50","831,00","1.184,35","950,00","61,45","850,00","1.143,50","2.640,30","744,45","3.075,50","9.971,00","1.577,60","1.563,50","74,10","19,30","452,50","374,50","4.939,50","9,66","408,00","503,50","617,00","1.385,00","632,50","31,50","420,00","0,00","60,80","135,00","0,00","94,80","600,00","896,10","770,00","3.771,00","149,00","252,00","763,60","582,00","35,45","397,50","16.214,00","1.767,00","63,60","0,00","590,00","610,00","0,00","0,00","723,00","57,90","587,50","61,70","0,00","881,00","16.365,50","7.395,50","13.190,50","6.829,50","0,00","0,00","14.209,00","2.019,00","7.547,50","10.038,50","10.050,00","22.900,50","10.857,50","25.441,00","13.112,50","13.518,00"
25/11/2023,"34,00","912,50","1.690,90","2.549,40","666,50","1.600,55","612,85","1.710,30","15.728,20","171,75","747,65","763,50","831,00","1.184,35","950,00","61,45","850,00","1.143,50","2.640,30","744,45","3.075,50","9.971,00","1.577,60","1.563,50","74,10","19,30","452,50","374,50","4.939,50","9,66","408,00","503,50","617,00","1.385,00","632,50","31,50","420,00","0,00","60,80","135,00","0,00","94,80","600,00","896,10","770,00","3.771,00","149,00","252,00","763,60","582,00","35,45","397,50","16.214,00","1.767,00","63,60","0,00","590,00","610,00","0,00","0,00","723,00","57,90","587,50","61,70","0,00","881,00","16.365,50","7.395,50","13.190,50","6.829,50","0,00","0,00","14.209,00","2.019,00","7.547,50","10.038,50","10.050,00","22.900,50","10.857,50","25.441,00","13.112,50","13.518,00"
24/11/2023,"36,65","1.038,00","1.693,70","2.539,80","741,00","1.520,70","598,80","1.871,50","17.396,35","165,75","880,05","837,00","946,50","1.280,75","1.012,00","65,30","1.060,35","1.241,50","3.218,25","917,80","3.304,50","11.053,00","1.568,00","1.659,00","65,10","20,05","437,50","389,00","5.371,50","10,30","421,00","525,50","693,00","1.445,50","670,50","31,50","449,50","0,00","65,00","136,00","0,00","95,00","612,50","974,30","780,00","3.852,00","148,00","280,00","835,25","626,00","39,05","445,50","17.814,50","1.622,00","68,10","0,00","610,00","593,00","0,00","100,00","756,00","56,10","691,50","63,90","0,00","937,50","17.579,50","8.100,00","14.390,00","7.284,50","0,00","0,00","14.786,50","2.165,50","7.783,00","10.826,50","10.630,00","23.164,00","11.441,00","26.743,50","14.538,00","14.474,00"
23/11/2023,"33,30","1.111,00","1.405,55","2.110,55","762,50","1.365,20","498,50","1.806,55","15.780,25","152,00","800,15","781,50","1.024,50","1.334,50","1.003,00","65,50","1.120,05","1.165,50","2.823,55","790,35","3.148,00","11.155,00","1.637,95","1.598,50","52,30","19,40","336,00","381,50","5.314,00","9,82","402,00","510,50","587,50","1.333,00","612,00","31,50","410,00","0,00","58,90","140,00","0,00","93,40","520,00","873,00","773,00","3.494,50","142,00","278,50","849,60","548,50","37,65","385,50","16.840,00","1.503,00","63,10","0,00","570,00","568,50","0,00","100,00","745,00","56,10","675,50","53,90","0,00","967,00","18.197,00","8.545,50","14.095,50","7.519,50","0,00","0,00","15.412,00","2.268,00","8.145,50","11.240,00","11.139,00","24.064,50","11.936,00","27.771,00","14.466,50","14.779,50"
22/11/2023,"30,60","1.079,00","1.378,75","2.072,80","743,00","1.312,35","469,40","1.687,80","14.920,20","144,75","733,45","749,50","1.011,50","1.270,70","988,00","62,95","1.078,25","1.097,00","2.581,60","708,65","2.800,00","10.808,50","1.472,55","1.552,00","45,95","18,35","328,50","369,50","5.228,50","9,13","384,00","502,50","532,50","1.255,00","558,50","30,20","433,50","0,00","58,10","137,50","0,00","90,20","505,50","838,60","751,00","3.241,50","138,75","263,00","721,15","543,50","36,10","325,00","16.375,50","1.393,50","56,90","0,00","559,00","529,50","0,00","98,00","715,00","54,60","627,00","51,20","0,00","941,00","17.954,50","8.351,00","13.866,00","7.363,00","0,00","0,00","15.038,50","2.223,50","8.060,00","11.068,50","10.860,50","23.656,00","11.685,50","27.455,50","14.286,50","14.562,00"
21/11/2023,"26,75","1.022,50","1.436,65","2.014,10","723,50","1.322,35","448,15","1.613,85","13.379,75","141,75","707,00","711,50","928,50","1.197,40","937,50","59,45","901,65","1.083,50","2.485,65","680,80","2.556,50","10.809,00","1.340,65","1.382,50","42,50","17,30","323,00","350,00","4.953,00","8,48","397,50","491,50","499,50","1.144,50","504,50","31,90","427,50","0,00","56,00","130,75","0,00","86,00","453,00","799,80","740,00","2.994,00","133,75","233,00","646,55","528,50","34,30","294,00","14.090,00","1.255,50","52,80","0,00","519,50","509,00","0,00","96,00","670,50","51,00","569,00","48,30","0,00","874,50","16.959,50","7.682,00","13.219,00","6.826,00","0,00","0,00","14.355,50","2.055,00","7.618,50","10.218,00","10.193,50","21.879,50","10.806,00","25.328,50","13.856,00","14.143,00"
20/11/2023,"26,75","1.022,50","1.436,65","2.014,10","723,50","1.322,35","448,15","1.613,85","13.379,75","141,75","707,00","711,50","928,50","1.197,40","937,50","59,45","901,65","1.083,50","2.485,65","680,80","2.556,50","10.809,00","1.340,65","1.382,50","42,50","17,30","323,00","350,00","4.953,00","8,48","397,50","491,50","499,50","1.144,50","504,50","31,90","427,50","0,00","56,00","130,75","0,00","86,00","453,00","799,80","740,00","2.994,00","133,75","233,00","646,55","528,50","34,30","294,00","14.090,00","1.255,50","52,80","0,00","519,50","509,00","0,00","96,00","670,50","51,00","569,00","48,30","0,00","874,50","16.959,50","7.682,00","13.219,00","6.826,00","0,00","0,00","14.355,50","2.055,00","7.618,50","10.218,00","10.193,50","21.879,50","10.806,00","25.328,50","13.856,00","14.143,00"
19/11/2023,"26,75","1.022,50","1.436,65","2.014,10","723,50","1.322,35","448,15","1.613,85","13.379,75","141,75","707,00","711,50","928,50","1.197,40","937,50","59,45","901,65","1.083,50","2.485,65","680,80","2.556,50","10.809,00","1.340,65","1.382,50","42,50","17,30","323,00","350,00","4.953,00","8,48","397,50","491,50","499,50","1.144,50","504,50","31,90","427,50","0,00","56,00","130,75","0,00","86,00","453,00","799,80","740,00","2.994,00","133,75","233,00","646,55","528,50","34,30","294,00","14.090,00","1.255,50","52,80","0,00","519,50","509,00","0,00","96,00","670,50","51,00","569,00","48,30","0,00","874,50","16.959,50","7.682,00","13.219,00","6.826,00","0,00","0,00","14.355,50","2.055,00","7.618,50","10.218,00","10.193,50","21.879,50","10.806,00","25.328,50","13.856,00","14.143,00"
18/11/2023,"26,75","1.022,50","1.436,65","2.014,10","723,50","1.322,35","448,15","1.613,85","13.379,75","141,75","707,00","711,50","928,50","1.197,40","937,50","59,45","901,65","1.083,50","2.485,65","680,80","2.556,50","10.809,00","1.340,65","1.382,50","42,50","17,30","323,00","350,00","4.953,00","8,48","397,50","491,50","499,50","1.144,50","504,50","31,90","427,50","0,00","56,00","130,75","0,00","86,00","453,00","799,80","740,00","2.994,00","133,75","233,00","646,55","528,50","34,30","294,00","14.090,00","1.255,50","52,80","0,00","519,50","509,00","0,00","96,00","670,50","51,00","569,00","48,30","0,00","874,50","16.959,50","7.682,00","13.219,00","6.826,00","0,00","0,00","14.355,50","2.055,00","7.618,50","10.218,00","10.193,50","21.879,50","10.806,00","25.328,50","13.856,00","14.143,00"
17/11/2023,"21,75","902,50","1.227,25","1.727,50","596,00","1.112,90","364,80","1.326,95","9.652,45","121,75","560,85","508,50","791,00","1.077,75","850,50","49,35","668,05","777,50","1.893,85","513,45","1.929,50","11.159,00","941,25","1.030,00","36,05","15,30","293,00","307,50","4.221,50","7,58","335,00","437,00","388,50","1.013,00","385,50","0,00","367,00","0,00","50,00","116,25","0,00","80,40","387,50","710,00","698,00","2.599,00","0,00","176,50","552,90","442,00","29,80","238,00","11.915,00","1.057,50","47,05","0,00","431,00","475,50","0,00","92,00","629,00","46,70","482,00","44,75","0,00","885,50","16.640,50","7.572,50","13.142,00","6.847,00","0,00","0,00","14.061,00","2.039,50","7.630,50","10.035,00","10.102,50","21.319,50","10.877,50","25.555,00","14.068,50","13.689,00"
