Unnamed: 0,status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_,borrower_score
40761,Fully Paid,24000,36 months,94000,25.14,9.5474,13871,35.7,debt_consolidation,MORTGAGE,1,1,18,6.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
14164,Charged Off,14825,36 months,40000,22.56,15.4851,13081,48.4,debt_consolidation,OWN,1,0,12,4.4,default,5,debt_consolidation,OWN, > 1 Year,0.55
4895,Charged Off,2000,36 months,25000,9.55,3.2424,635,42.3,debt_consolidation,RENT,1,1,5,4.6,default,4,debt_consolidation,RENT, > 1 Year,0.35
14230,Charged Off,35000,36 months,320000,7.8,4.36691,42085,40.3,debt_consolidation,MORTGAGE,1,1,12,5.6,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.65
43731,Fully Paid,19425,36 months,70000,18.99,10.9195,18772,68.0,debt_consolidation,RENT,1,1,14,6.0,paid off,4,debt_consolidation,RENT, > 1 Year,0.4
26031,Fully Paid,3000,36 months,18840,3.82,6.15796,1724,34.5,debt_consolidation,MORTGAGE,1,1,4,5.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.65
25642,Fully Paid,6200,36 months,20000,1.2,11.3154,52,0.3,major_purchase,RENT,1,1,7,6.4,paid off,10,major_purchase,RENT, > 1 Year,0.65
24351,Fully Paid,10525,36 months,57183,7.19,7.23005,9191,36.9,credit_card,OWN,1,1,12,5.4,paid off,1,credit_card,OWN, > 1 Year,0.6
10276,Charged Off,7200,36 months,48000,20.75,6.31075,17878,79.8,debt_consolidation,RENT,1,1,9,4.6,default,11,debt_consolidation,RENT, > 1 Year,0.45
32987,Fully Paid,2000,36 months,24000,19.71,3.402,9915,54.2,debt_consolidation,RENT,1,1,7,6.0,paid off,3,debt_consolidation,RENT, > 1 Year,0.5
20516,Charged Off,12825,36 months,33280,13.13,16.6212,12498,86.2,debt_consolidation,RENT,1,1,9,3.8,default,4,debt_consolidation,RENT, > 1 Year,0.45
33592,Fully Paid,9750,36 months,28000,16.89,13.7079,1282,8.4,debt_consolidation,OWN,1,1,7,5.4,paid off,3,debt_consolidation,OWN, > 1 Year,0.6
5129,Charged Off,6000,36 months,30000,19.92,8.0416,3211,78.3,debt_consolidation,RENT,1,1,4,3.2,default,6,debt_consolidation,RENT, > 1 Year,0.5
33347,Fully Paid,7200,36 months,99786,18.44,3.03566,11191,59.8,credit_card,MORTGAGE,1,1,11,4.6,paid off,11,credit_card,MORTGAGE, > 1 Year,0.35
18116,Charged Off,4000,60 months,41000,15.1,3.16741,4593,64.7,debt_consolidation,RENT,1,1,5,2.4,default,9,debt_consolidation,RENT, > 1 Year,0.6
28876,Fully Paid,12000,36 months,60000,26.16,7.369,9752,36.1,credit_card,OWN,1,1,11,6.4,paid off,8,credit_card,OWN, > 1 Year,0.45
26783,Fully Paid,12000,36 months,74000,10.62,6.47449,6542,33.5,credit_card,RENT,1,1,10,5.6,paid off,3,credit_card,RENT, > 1 Year,0.6
27030,Fully Paid,8575,36 months,24747,18.62,13.3994,6408,46.8,credit_card,RENT,1,1,6,5.2,paid off,11,credit_card,RENT, > 1 Year,0.5
42132,Fully Paid,5000,36 months,52000,9.9,3.894,5589,54.8,credit_card,RENT,1,0,9,5.8,paid off,5,credit_card,RENT, > 1 Year,0.55
43326,Fully Paid,18250,36 months,46000,25.12,15.8403,7718,52.9,debt_consolidation,MORTGAGE,1,1,12,5.6,paid off,3,debt_consolidation,MORTGAGE, > 1 Year,0.55
20400,Charged Off,8000,36 months,108000,6.44,2.72922,40584,75.7,debt_consolidation,MORTGAGE,1,1,7,6.4,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.35
31339,Fully Paid,10000,36 months,30000,23.8,13.2592,329,7.2,home_improvement,RENT,1,1,8,6.0,paid off,5,home_improvement,RENT, > 1 Year,0.5
24447,Fully Paid,19500,36 months,110000,8.42,6.92825,5663,66.6,debt_consolidation,RENT,1,1,6,5.4,paid off,1,debt_consolidation,RENT, > 1 Year,0.45
28415,Fully Paid,7000,36 months,40000,14.76,6.9741,6515,38.6,debt_consolidation,MORTGAGE,0,0,10,5.6,paid off,1,debt_consolidation,MORTGAGE, > 1 Year,0.5
23134,Fully Paid,7000,36 months,40000,22.8,7.2111,9965,72.7,debt_consolidation,RENT,1,1,10,4.2,paid off,8,debt_consolidation,RENT, > 1 Year,0.6
19553,Charged Off,35000,60 months,133000,19.6,9.12135,23775,59.1,credit_card,MORTGAGE,1,1,18,0.2,default,9,credit_card,MORTGAGE, > 1 Year,0.7
31348,Fully Paid,10000,36 months,45000,10.11,8.29627,394,3.6,other,RENT,1,1,6,6.6,paid off,6,other,RENT, > 1 Year,0.6
6899,Charged Off,21600,36 months,52000,24.12,17.5738,23853,79.8,credit_card,OWN,1,1,18,4.8,default,0,credit_card,OWN, < 1 Year,0.45
14675,Charged Off,10000,36 months,60000,8.29,7.2798,8100,49.7,debt_consolidation,RENT,0,1,13,3.4,default,11,debt_consolidation,RENT, > 1 Year,0.5
20938,Charged Off,19250,60 months,60000,13.34,8.0518,24776,88.4,debt_consolidation,OWN,1,1,9,3.0,default,11,debt_consolidation,OWN, > 1 Year,0.7
35039,Fully Paid,14000,36 months,110000,14.73,4.64836,60272,6.7,debt_consolidation,MORTGAGE,1,1,16,6.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
38610,Fully Paid,7000,36 months,46000,14.95,6.16252,7690,59.6,debt_consolidation,RENT,1,1,17,5.8,paid off,3,debt_consolidation,RENT, > 1 Year,0.45
20885,Charged Off,16000,60 months,56560,21.15,7.67016,9757,43.8,other,MORTGAGE,1,1,12,6.0,default,11,other,MORTGAGE, > 1 Year,0.5
9491,Charged Off,8000,36 months,32968,24.31,9.48374,11137,51.8,debt_consolidation,RENT,1,1,13,5.4,default,11,debt_consolidation,RENT, > 1 Year,0.5
14582,Charged Off,4000,36 months,103000,11.28,1.63386,7796,82.9,home_improvement,MORTGAGE,1,1,7,4.6,default,5,home_improvement,MORTGAGE, > 1 Year,0.3
21634,Charged Off,15000,60 months,46800,33.26,10.4444,5176,97.7,debt_consolidation,MORTGAGE,0,1,9,2.6,default,6,debt_consolidation,MORTGAGE, > 1 Year,0.5
6385,Charged Off,8000,36 months,96000,12.21,3.17537,6231,38.5,credit_card,RENT,1,1,11,7.0,default,1,credit_card,RENT, > 1 Year,0.5
21381,Charged Off,8400,36 months,60972,24.84,5.83606,14004,94.0,other,RENT,1,1,10,3.4,default,11,other,RENT, > 1 Year,0.45
14532,Charged Off,16625,60 months,39000,27.63,12.7877,27190,87.1,debt_consolidation,RENT,1,1,10,5.0,default,8,debt_consolidation,RENT, > 1 Year,0.35
43288,Fully Paid,15000,36 months,40000,22.95,15.1863,10936,62.5,debt_consolidation,MORTGAGE,1,1,14,5.8,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.65
5629,Charged Off,20000,36 months,110000,23.4,7.33822,122620,0.0,credit_card,MORTGAGE,1,1,8,4.2,default,5,credit_card,MORTGAGE, > 1 Year,0.55
24719,Fully Paid,30000,36 months,110000,8.67,11.8728,18079,50.5,debt_consolidation,MORTGAGE,1,1,16,3.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
25186,Fully Paid,25000,60 months,57330,15.24,8.27964,29672,82.9,debt_consolidation,MORTGAGE,1,1,6,2.8,paid off,9,debt_consolidation,MORTGAGE, > 1 Year,0.45
8596,Charged Off,6250,36 months,28114,31.54,9.48211,15566,70.1,debt_consolidation,MORTGAGE,1,1,11,5.0,default,9,debt_consolidation,MORTGAGE, > 1 Year,0.4
21661,Charged Off,15000,36 months,120000,11.37,5.0174,4168,46.8,debt_consolidation,MORTGAGE,0,0,12,5.8,default,6,debt_consolidation,MORTGAGE, > 1 Year,0.45
20175,Charged Off,10000,36 months,37500,28.48,10.9354,15157,95.2,debt_consolidation,RENT,1,1,9,4.2,default,11,debt_consolidation,RENT, > 1 Year,0.45
2934,Charged Off,10000,36 months,132000,20.88,3.04609,395,3.8,debt_consolidation,MORTGAGE,1,1,17,4.4,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.6
18200,Charged Off,19750,60 months,40000,17.01,13.5147,357,1.9,debt_consolidation,RENT,1,1,11,5.8,default,7,debt_consolidation,RENT, > 1 Year,0.5
27933,Fully Paid,12000,36 months,50000,5.88,9.42744,5581,32.3,credit_card,RENT,1,1,11,5.6,paid off,2,credit_card,RENT, > 1 Year,0.6
44284,Fully Paid,2400,36 months,25000,15.11,3.91584,3676,62.3,other,RENT,1,1,5,4.4,paid off,1,other,RENT, > 1 Year,0.55
22735,Fully Paid,20000,36 months,150000,17.06,5.08056,12181,68.4,debt_consolidation,MORTGAGE,1,1,14,7.0,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.35
43650,Fully Paid,9000,36 months,60000,5.16,6.0954,11451,76.9,debt_consolidation,RENT,1,1,9,4.4,paid off,11,debt_consolidation,RENT, > 1 Year,0.5
41143,Fully Paid,10000,36 months,80000,21.04,4.9206,20901,67.4,debt_consolidation,OWN,1,1,17,5.2,paid off,3,debt_consolidation,OWN, > 1 Year,0.55
18819,Charged Off,10000,36 months,165000,2.74,2.67404,6505,95.7,small_business,MORTGAGE,1,1,13,4.0,default,8,small_business,MORTGAGE, > 1 Year,0.35
11973,Charged Off,17625,60 months,40000,19.14,12.9399,6932,51.7,debt_consolidation,MORTGAGE,1,1,10,4.8,default,6,debt_consolidation,MORTGAGE, > 1 Year,0.4
24908,Fully Paid,2500,36 months,55000,11.24,1.81156,9994,56.8,debt_consolidation,MORTGAGE,1,1,8,5.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.7
35336,Fully Paid,20000,36 months,45000,21.63,19.8179,21466,64.9,credit_card,RENT,1,1,11,2.2,paid off,0,credit_card,RENT, < 1 Year,0.6
647,Charged Off,8000,36 months,40000,12.66,7.5099,6609,44.1,credit_card,RENT,1,1,6,6.8,default,2,credit_card,RENT, > 1 Year,0.65
36621,Fully Paid,7000,36 months,63700,7.82,4.0135,7251,13.7,credit_card,RENT,1,1,8,6.2,paid off,5,credit_card,RENT, > 1 Year,0.7
527,Charged Off,8000,36 months,40000,23.13,8.0508,2378,29.4,debt_consolidation,MORTGAGE,1,1,6,6.0,default,3,debt_consolidation,MORTGAGE, > 1 Year,0.5
3236,Charged Off,16000,60 months,80000,13.99,5.73495,19396,86.2,debt_consolidation,RENT,1,1,6,3.8,default,6,debt_consolidation,RENT, > 1 Year,0.55
43791,Fully Paid,7375,36 months,140000,4.47,2.3124,8881,48.5,home_improvement,MORTGAGE,1,0,10,3.6,paid off,3,home_improvement,MORTGAGE, > 1 Year,0.7
32831,Fully Paid,8000,36 months,60000,20.9,5.3036,8568,53.9,other,RENT,1,1,11,6.0,paid off,4,other,RENT, > 1 Year,0.55
21228,Charged Off,20000,60 months,90000,12.57,6.626,13069,52.3,debt_consolidation,MORTGAGE,1,0,11,3.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
6524,Charged Off,20050,36 months,45000,23.41,19.2653,10073,51.7,credit_card,MORTGAGE,1,1,17,3.2,default,7,credit_card,MORTGAGE, > 1 Year,0.45
28470,Fully Paid,18000,60 months,105000,4.35,5.58617,10264,64.6,debt_consolidation,RENT,0,1,10,2.6,paid off,2,debt_consolidation,RENT, > 1 Year,0.55
14751,Charged Off,7625,36 months,42500,14.94,7.54814,17156,86.6,debt_consolidation,RENT,1,1,12,4.6,default,1,debt_consolidation,RENT, > 1 Year,0.55
2291,Charged Off,6625,36 months,28000,19.89,9.57514,7978,72.5,debt_consolidation,RENT,1,1,18,4.4,default,3,debt_consolidation,RENT, > 1 Year,0.4
21500,Charged Off,8975,36 months,30000,22.92,13.2544,9492,58.2,debt_consolidation,RENT,1,1,20,2.4,default,3,debt_consolidation,RENT, > 1 Year,0.45
6637,Charged Off,24000,60 months,80000,22.46,10.7424,43774,73.0,small_business,OWN,1,1,18,0.4,default,6,small_business,OWN, > 1 Year,0.35
26395,Fully Paid,18000,60 months,53377,10.25,10.116,17335,83.7,debt_consolidation,MORTGAGE,1,1,6,5.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.35
8882,Charged Off,10625,36 months,32000,31.75,13.4347,15113,86.4,debt_consolidation,RENT,1,1,14,6.0,default,6,debt_consolidation,RENT, > 1 Year,0.25
36456,Fully Paid,8400,36 months,43480,33.59,7.4448,7302,44.0,credit_card,RENT,1,1,19,5.2,paid off,2,credit_card,RENT, > 1 Year,0.5
5474,Charged Off,5000,60 months,31656,0.0,4.69219,0,0.0,small_business,MORTGAGE,1,0,2,2.4,default,4,small_business,MORTGAGE, > 1 Year,0.35
33600,Fully Paid,12000,36 months,98000,21.26,5.28061,8780,34.2,debt_consolidation,OWN,1,0,21,3.8,paid off,3,debt_consolidation,OWN, > 1 Year,0.3
25434,Fully Paid,20000,36 months,76800,5.72,11.8077,500,83.3,small_business,MORTGAGE,1,1,6,1.0,paid off,1,small_business,MORTGAGE, > 1 Year,0.35
19085,Charged Off,17000,36 months,70000,21.7,10.0527,18515,81.6,credit_card,RENT,1,1,11,4.4,default,10,credit_card,RENT, > 1 Year,0.4
2390,Charged Off,16300,36 months,62664,24.17,10.8068,40988,79.5,credit_card,MORTGAGE,1,1,11,3.4,default,11,credit_card,MORTGAGE, > 1 Year,0.65
42786,Fully Paid,14000,36 months,80000,14.97,7.1865,22193,80.6,debt_consolidation,MORTGAGE,1,1,9,6.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year,0.45
16796,Charged Off,10600,36 months,65000,7.98,6.60406,8945,55.2,credit_card,MORTGAGE,1,1,12,5.8,default,5,credit_card,MORTGAGE, > 1 Year,0.4
36402,Fully Paid,5950,36 months,50000,13.15,5.06232,5861,80.3,debt_consolidation,MORTGAGE,1,1,10,3.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
10974,Charged Off,10000,36 months,39000,19.97,11.3914,7504,75.8,credit_card,RENT,1,1,12,4.0,default,11,credit_card,RENT, > 1 Year,0.2
16739,Charged Off,9000,36 months,50000,7.8,7.86216,10439,76.2,credit_card,RENT,1,1,5,3.4,default,5,credit_card,RENT, > 1 Year,0.5
3221,Charged Off,12000,60 months,63000,19.52,5.59752,13737,80.3,debt_consolidation,RENT,1,1,6,2.4,default,3,debt_consolidation,RENT, > 1 Year,0.5
34098,Fully Paid,17300,36 months,55000,22.64,12.5585,20779,62.7,debt_consolidation,RENT,0,1,19,5.6,paid off,1,debt_consolidation,RENT, > 1 Year,0.5
19381,Charged Off,18000,36 months,96000,11.69,8.16263,31421,82.3,small_business,RENT,1,1,10,3.6,default,3,small_business,RENT, > 1 Year,0.3
17126,Charged Off,9250,36 months,40000,3.15,9.4965,2767,7.4,other,MORTGAGE,1,1,11,6.0,default,1,other,MORTGAGE, > 1 Year,0.7
13860,Charged Off,35000,36 months,400000,9.37,3.68115,38512,92.1,debt_consolidation,MORTGAGE,1,1,11,4.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
14089,Charged Off,10000,36 months,39500,20.11,10.1079,9207,38.2,debt_consolidation,RENT,1,0,5,5.6,default,0,debt_consolidation,RENT, < 1 Year,0.5
22677,Fully Paid,11925,36 months,64000,4.86,7.57163,8196,48.2,debt_consolidation,MORTGAGE,0,0,8,4.4,paid off,7,debt_consolidation,MORTGAGE, > 1 Year,0.65
498,Charged Off,10600,60 months,72800,13.04,4.32082,5150,84.4,car,MORTGAGE,1,1,7,3.4,default,2,major_purchase,MORTGAGE, > 1 Year,0.45
26550,Fully Paid,5000,36 months,30000,10.2,6.5944,3489,14.2,debt_consolidation,RENT,1,1,3,5.8,paid off,1,debt_consolidation,RENT, > 1 Year,0.65
29277,Fully Paid,21200,36 months,56000,31.07,16.2576,35711,87.7,debt_consolidation,MORTGAGE,0,1,7,5.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
18522,Charged Off,3000,36 months,40000,27.21,3.1047,12761,93.1,other,RENT,1,1,11,4.4,default,6,other,RENT, > 1 Year,0.25
35638,Fully Paid,11700,36 months,35000,14.17,13.5374,2578,8.4,debt_consolidation,RENT,0,1,11,5.8,paid off,3,debt_consolidation,RENT, > 1 Year,0.75
11462,Charged Off,7200,36 months,43000,12.73,7.31386,5883,87.8,debt_consolidation,RENT,1,1,10,3.4,default,8,debt_consolidation,RENT, > 1 Year,0.5
34957,Fully Paid,7000,36 months,65000,9.91,4.46215,349,87.2,debt_consolidation,MORTGAGE,1,1,3,5.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year,0.35
29374,Fully Paid,14975,36 months,125000,20.24,4.37549,27248,27.7,moving,MORTGAGE,1,1,17,6.2,paid off,0,other,MORTGAGE, < 1 Year,0.4
982,Charged Off,5000,36 months,92000,13.28,2.02904,81001,52.0,home_improvement,MORTGAGE,1,1,12,6.6,default,10,home_improvement,MORTGAGE, > 1 Year,0.55
7128,Charged Off,20000,36 months,50000,31.63,18.257,10416,20.1,small_business,MORTGAGE,1,1,25,2.4,default,11,small_business,MORTGAGE, > 1 Year,0.5
27952,Fully Paid,24000,36 months,113000,9.93,7.9749,7370,21.6,debt_consolidation,RENT,1,1,7,6.8,paid off,3,debt_consolidation,RENT, > 1 Year,0.7
17483,Charged Off,5750,36 months,30000,12.12,8.008,6846,86.7,debt_consolidation,RENT,1,1,8,4.4,default,1,debt_consolidation,RENT, > 1 Year,0.25
4934,Charged Off,8500,36 months,75000,12.27,4.5928,30532,53.7,debt_consolidation,MORTGAGE,1,1,9,4.6,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.55
26082,Fully Paid,8900,36 months,120000,1.18,2.9438,20384,31.3,other,MORTGAGE,0,1,17,5.6,paid off,4,other,MORTGAGE, > 1 Year,0.7
30444,Fully Paid,3950,36 months,52800,0.57,2.85068,675,10.7,car,MORTGAGE,1,0,4,7.0,paid off,11,major_purchase,MORTGAGE, > 1 Year,0.65
3320,Charged Off,10000,36 months,92040,10.07,3.99844,22595,34.0,credit_card,MORTGAGE,1,1,15,6.8,default,7,credit_card,MORTGAGE, > 1 Year,0.75
20365,Charged Off,17050,36 months,54000,21.49,13.1847,12353,84.0,debt_consolidation,OWN,1,1,13,4.8,default,11,debt_consolidation,OWN, > 1 Year,0.55
9941,Charged Off,4600,36 months,48000,10.83,4.05975,2907,24.6,credit_card,MORTGAGE,1,0,12,4.8,default,8,credit_card,MORTGAGE, > 1 Year,0.5
12797,Charged Off,18000,36 months,120000,25.79,6.6638,10150,79.9,small_business,RENT,1,1,9,4.0,default,4,small_business,RENT, > 1 Year,0.3
10157,Charged Off,10500,60 months,45000,10.77,7.0752,10759,42.5,debt_consolidation,RENT,1,1,7,3.2,default,6,debt_consolidation,RENT, > 1 Year,0.55
33718,Fully Paid,12250,36 months,50000,24.41,10.3349,15531,81.6,debt_consolidation,RENT,1,1,9,3.4,paid off,1,debt_consolidation,RENT, > 1 Year,0.35
19129,Charged Off,24000,60 months,175000,22.62,3.94203,128748,39.9,major_purchase,MORTGAGE,1,1,11,4.6,default,3,major_purchase,MORTGAGE, > 1 Year,0.75
41588,Fully Paid,25000,36 months,102456,17.76,10.0946,25478,65.3,credit_card,MORTGAGE,0,1,13,3.2,paid off,11,credit_card,MORTGAGE, > 1 Year,0.65
13362,Charged Off,3000,36 months,50000,10.51,2.6208,8799,40.1,debt_consolidation,RENT,1,1,19,3.4,default,11,debt_consolidation,RENT, > 1 Year,0.4
13415,Charged Off,24250,60 months,75000,33.93,9.39424,139177,68.6,debt_consolidation,MORTGAGE,1,1,15,4.6,default,0,debt_consolidation,MORTGAGE, < 1 Year,0.5
25081,Fully Paid,3000,36 months,16800,5.07,6.87643,2521,66.3,vacation,RENT,1,1,6,5.6,paid off,1,other,RENT, > 1 Year,0.45
4466,Charged Off,6500,36 months,36000,14.97,7.58033,4357,92.7,debt_consolidation,RENT,1,1,6,3.8,default,5,debt_consolidation,RENT, > 1 Year,0.4
43530,Fully Paid,12000,36 months,50000,12.89,10.1666,11561,59.2,other,MORTGAGE,1,1,9,4.8,paid off,7,other,MORTGAGE, > 1 Year,0.35
9149,Charged Off,25000,36 months,65000,16.12,15.8485,18383,47.6,debt_consolidation,RENT,1,1,10,4.4,default,11,debt_consolidation,RENT, > 1 Year,0.5
8739,Charged Off,20125,36 months,51000,20.42,16.1108,14238,81.8,credit_card,MORTGAGE,1,1,11,4.2,default,3,credit_card,MORTGAGE, > 1 Year,0.35
16446,Charged Off,21725,36 months,110000,29.11,8.36629,68397,90.0,credit_card,MORTGAGE,1,1,15,4.8,default,11,credit_card,MORTGAGE, > 1 Year,0.5
24580,Fully Paid,12000,60 months,100000,1.79,3.38736,4199,58.3,debt_consolidation,OWN,0,1,6,4.8,paid off,11,debt_consolidation,OWN, > 1 Year,0.35
33385,Fully Paid,5400,36 months,23000,20.25,9.54052,4125,52.9,debt_consolidation,OWN,1,1,9,4.4,paid off,3,debt_consolidation,OWN, > 1 Year,0.35
28468,Fully Paid,15000,36 months,69830,11.02,9.11935,16478,84.9,medical,OWN,1,1,8,2.2,paid off,4,medical,OWN, > 1 Year,0.45
9320,Charged Off,8000,36 months,34000,26.19,9.42565,7230,56.0,debt_consolidation,RENT,1,0,7,5.8,default,1,debt_consolidation,RENT, > 1 Year,0.5
39104,Fully Paid,10625,60 months,50000,10.94,7.63344,4291,58.0,debt_consolidation,RENT,1,1,6,0.8,paid off,11,debt_consolidation,RENT, > 1 Year,0.5
7630,Charged Off,10000,36 months,95000,15.02,3.89861,418,18.2,debt_consolidation,MORTGAGE,1,1,10,6.4,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
23424,Fully Paid,30000,60 months,82000,13.67,9.98693,6896,42.6,debt_consolidation,RENT,1,1,5,4.2,paid off,4,debt_consolidation,RENT, > 1 Year,0.55
7656,Charged Off,16000,60 months,85000,9.04,6.41986,4777,85.3,debt_consolidation,RENT,1,1,5,3.0,default,10,debt_consolidation,RENT, > 1 Year,0.45
22249,Charged Off,9775,36 months,48000,26.18,9.33175,13027,95.8,debt_consolidation,RENT,1,1,6,2.8,default,3,debt_consolidation,RENT, > 1 Year,0.5
35579,Fully Paid,14000,36 months,103000,12.97,5.25612,19747,68.3,home_improvement,MORTGAGE,1,1,8,5.2,paid off,9,home_improvement,MORTGAGE, > 1 Year,0.45
20320,Charged Off,27000,60 months,58000,18.28,13.0765,12588,16.5,home_improvement,OWN,1,1,18,4.4,default,8,home_improvement,OWN, > 1 Year,0.5
120,Charged Off,7200,36 months,33000,12.69,8.66,9071,70.3,credit_card,RENT,1,1,10,5.6,default,3,credit_card,RENT, > 1 Year,0.45
18146,Charged Off,12200,36 months,59000,10.33,8.256,6525,48.8,credit_card,RENT,1,1,15,5.6,default,3,credit_card,RENT, > 1 Year,0.55
25990,Fully Paid,16800,60 months,70000,23.24,7.35103,39519,84.6,debt_consolidation,MORTGAGE,1,1,18,4.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
852,Charged Off,21800,60 months,140000,1.46,5.08466,7239,23.7,house,MORTGAGE,1,1,16,1.4,default,5,home_improvement,MORTGAGE, > 1 Year,0.7
14952,Charged Off,2400,36 months,48000,5.93,1.9965,1188,74.2,debt_consolidation,RENT,1,1,8,5.6,default,2,debt_consolidation,RENT, > 1 Year,0.45
29940,Fully Paid,25600,36 months,120000,20.62,8.6393,39074,57.0,debt_consolidation,MORTGAGE,1,1,15,5.8,paid off,9,debt_consolidation,MORTGAGE, > 1 Year,0.55
44908,Fully Paid,20000,60 months,73000,13.12,9.64784,4275,32.9,debt_consolidation,MORTGAGE,0,1,6,1.8,paid off,2,debt_consolidation,MORTGAGE, > 1 Year,0.5
28515,Fully Paid,25000,36 months,480000,2.4,0.485375,26628,60.4,small_business,MORTGAGE,0,1,9,2.8,paid off,3,small_business,MORTGAGE, > 1 Year,0.4
44263,Fully Paid,13200,36 months,115888,5.86,4.16005,2689,7.3,debt_consolidation,RENT,1,1,10,6.2,paid off,11,debt_consolidation,RENT, > 1 Year,0.8
17558,Charged Off,11750,36 months,38000,17.12,12.522,6699,43.8,debt_consolidation,MORTGAGE,1,1,6,5.8,default,3,debt_consolidation,MORTGAGE, > 1 Year,0.85
19245,Charged Off,17475,36 months,51000,10.14,12.8129,3660,12.8,home_improvement,MORTGAGE,1,1,11,6.6,default,11,home_improvement,MORTGAGE, > 1 Year,0.7
34501,Fully Paid,24000,36 months,75000,10.58,12.0155,26098,45.0,debt_consolidation,OWN,1,1,9,6.8,paid off,7,debt_consolidation,OWN, > 1 Year,0.6
7612,Charged Off,35000,60 months,78853,32.82,15.478,33952,75.4,debt_consolidation,RENT,0,1,16,1.6,default,2,debt_consolidation,RENT, > 1 Year,0.35
12258,Charged Off,19200,60 months,78000,10.71,8.23738,8252,65.0,credit_card,RENT,0,1,8,3.0,default,10,credit_card,RENT, > 1 Year,0.3
19313,Charged Off,8300,60 months,65000,8.46,4.22954,3348,76.7,small_business,MORTGAGE,0,1,11,3.0,default,6,small_business,MORTGAGE, > 1 Year,0.3
9464,Charged Off,23750,60 months,54000,26.44,11.8338,24915,74.0,debt_consolidation,MORTGAGE,1,1,5,5.8,default,7,debt_consolidation,MORTGAGE, > 1 Year,0.5
44782,Fully Paid,9600,36 months,30000,16.8,12.7764,4712,33.9,debt_consolidation,RENT,1,1,20,5.6,paid off,9,debt_consolidation,RENT, > 1 Year,0.6
5392,Charged Off,7000,36 months,55200,22.09,5.3187,4742,89.5,debt_consolidation,MORTGAGE,1,0,9,3.6,default,0,debt_consolidation,MORTGAGE, < 1 Year,0.4
12654,Charged Off,18000,60 months,88000,21.46,5.59868,16948,48.3,debt_consolidation,RENT,1,0,18,5.8,default,8,debt_consolidation,RENT, > 1 Year,0.45
4759,Charged Off,1250,36 months,14400,21.33,3.51833,1638,71.2,other,RENT,0,1,9,4.6,default,1,other,RENT, > 1 Year,0.6
16068,Charged Off,7200,36 months,48000,10.58,6.0745,18408,95.4,debt_consolidation,RENT,1,1,6,5.8,default,6,debt_consolidation,RENT, > 1 Year,0.5
20712,Charged Off,7000,36 months,110000,14.54,2.52589,28143,87.4,credit_card,RENT,1,1,8,5.6,default,11,credit_card,RENT, > 1 Year,0.3
10996,Charged Off,7200,36 months,46000,14.11,6.88983,3927,63.3,home_improvement,MORTGAGE,1,1,11,3.8,default,3,home_improvement,MORTGAGE, > 1 Year,0.45
8389,Charged Off,29175,60 months,65000,21.01,13.5487,42490,71.2,credit_card,MORTGAGE,0,1,17,3.2,default,11,credit_card,MORTGAGE, > 1 Year,0.35
8094,Charged Off,28100,60 months,69500,28.28,13.594,34961,96.0,debt_consolidation,OWN,1,1,11,3.0,default,11,debt_consolidation,OWN, > 1 Year,0.35
23234,Fully Paid,14400,36 months,43000,19.69,12.5704,4261,26.8,credit_card,RENT,1,1,13,7.0,paid off,3,credit_card,RENT, > 1 Year,0.65
42864,Fully Paid,6000,36 months,60000,13.9,3.8104,14278,39.1,debt_consolidation,MORTGAGE,1,1,16,7.0,paid off,7,debt_consolidation,MORTGAGE, > 1 Year,0.55
26908,Fully Paid,7000,36 months,66000,14.44,3.87364,5733,5.6,car,MORTGAGE,1,1,16,6.2,paid off,11,major_purchase,MORTGAGE, > 1 Year,0.65
18714,Charged Off,9000,36 months,48000,22.25,7.76125,20739,76.8,debt_consolidation,MORTGAGE,1,1,12,4.4,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.2
12647,Charged Off,10000,36 months,65000,14.12,6.31791,6186,56.2,debt_consolidation,OWN,1,1,11,6.0,default,9,debt_consolidation,OWN, > 1 Year,0.3
