Importe,añosPago,IngresoAnuales,RelacionIngresoDeuda,RelacionCuotaDeuda,PendienteEnTarjeta,UsoCreditoTarjeta,Objetivo,esPropietario,FueVeraz,TuvoEmbargo,Cuentas,PuntuacionGeneral,Default,AntiguedadLaboral
13700,3,36000,24.52,14.2893,4310,24.1,No declara,Propio,0,0,7,6.8,paid off,6
6950,3,38000,32.09,7.39389,10237,62.0,Deuda,Alquiler,0,0,10,4.2,default,11
19575,5,100000,9.26,7.04148,7353,83.6,Inversion,Propio,0,0,5,1.0,default,11
23500,5,60000,22.2,12.1276,35637,84.6,Deuda renovable,Hipoteca,0,0,10,3.6,default,11
9600,3,65000,13.85,5.84862,5733,24.8,Deuda,Alquiler,0,0,7,5.6,paid off,5
10000,5,57180,19.39,4.73326,13584,80.9,Deuda,Hipoteca,0,0,15,4.4,default,11
16000,3,40000,7.26,15.2373,9699,82.2,Deuda,Alquiler,0,0,6,5.2,paid off,2
19600,5,44000,30.11,13.7171,20011,63.1,Deuda,Propio,0,0,8,3.4,default,6
8000,3,60000,14.92,5.429,4786,78.5,Deuda,Alquiler,0,0,18,4.4,paid off,3
25000,3,70000,11.08,14.9028,20344,77.1,Deuda,Hipoteca,0,1,9,4.6,default,11
15000,5,40000,11.22,11.3028,6147,38.4,Deuda,Alquiler,0,0,4,4.0,default,0
30750,5,78000,18.82,13.5082,15213,31.4,Negocio,Alquiler,1,0,17,1.6,default,8
27000,3,85399,19.83,13.5058,27493,82.8,Deuda,Alquiler,0,0,7,3.8,paid off,1
20375,3,55000,17.69,15.9092,18767,73.5,Inversion,Hipoteca,0,0,13,5.0,default,3
20000,3,90000,34.04,9.74133,13551,68.7,Deuda,Alquiler,0,0,10,3.6,paid off,9
24000,5,47000,14.94,13.2163,4897,23.9,Otros,Hipoteca,0,0,6,5.4,default,11
11500,3,85000,11.12,5.32602,6286,43.4,Deuda,Alquiler,0,0,9,5.4,default,11
20400,3,73300,16.57,11.1119,29019,77.4,Deuda,Hipoteca,0,0,14,5.6,paid off,11
6075,3,39000,10.4,6.94585,1137,22.7,No declara,Alquiler,0,1,8,2.6,paid off,3
12000,3,53000,15.55,9.16913,12301,58.6,Deuda,Hipoteca,1,0,5,5.8,paid off,11
18000,3,76296,9.42,8.85593,2219,8.1,Inversion,Hipoteca,0,0,9,7.0,paid off,11
12000,3,80000,13.74,6.12405,12995,25.6,Deuda,Hipoteca,0,0,26,4.2,paid off,2
7350,3,65000,22.47,4.1664,10547,39.7,Hipoteca,Hipoteca,0,0,11,6.4,default,6
17000,3,84000,6.74,8.311,5919,41.1,Deuda,Hipoteca,0,0,14,6.0,default,2
3800,3,21600,12.17,7.55556,8256,75.7,Deuda,Alquiler,0,0,4,3.6,default,5
18000,3,63200,21.72,11.4647,15583,53.9,Deuda,Alquiler,0,0,15,6.0,paid off,3
33000,5,95000,12.67,11.1159,25194,80.5,Compra,Hipoteca,0,0,9,4.0,paid off,9
12875,3,43000,22.4,13.2653,4692,36.9,Deuda,Alquiler,0,0,8,3.8,default,11
6000,3,70000,6.81,3.10217,666,1.3,Mudanza,Hipoteca,0,0,7,6.2,paid off,3
8000,3,60000,24.42,5.8238,12771,54.1,Deuda,Alquiler,0,0,17,3.4,default,2
20375,5,68000,10.32,8.20147,6605,41.0,Deuda,Hipoteca,0,0,6,5.8,default,10
8400,5,48000,17.18,5.24075,4362,49.0,Compra,Propio,1,0,10,2.6,default,8
12000,5,52000,17.88,7.26323,13531,68.0,Deuda,Hipoteca,0,0,10,3.8,paid off,11
12000,3,33324,14.93,14.906,16599,85.6,Deuda,Alquiler,0,0,6,4.6,paid off,1
9250,3,44000,22.91,9.15218,7502,44.1,Deuda,Alquiler,0,0,9,3.4,paid off,11
35000,5,120000,12.87,8.2624,63486,79.2,Deuda,Hipoteca,0,0,10,4.4,default,11
8000,3,43000,32.23,7.66633,3523,45.8,Deuda,Alquiler,0,0,9,4.2,paid off,4
16000,3,63000,19.54,10.3674,32115,86.6,Negocio,Hipoteca,0,0,8,6.0,default,3
17000,3,89600,24.2,7.36379,7700,34.7,Deuda,Hipoteca,0,0,13,5.2,paid off,6
6500,3,42000,12.2,6.212,6377,40.6,Deuda,Hipoteca,1,0,21,5.8,paid off,11
7000,3,45000,34.45,6.35013,6831,51.0,Deuda,Hipoteca,0,1,15,6.0,paid off,5
7550,3,32000,30.3,10.3425,11699,92.8,Deuda,Hipoteca,1,0,9,3.6,default,1
1800,3,45000,2.32,1.47387,755,9.9,Deuda,Alquiler,0,0,5,6.4,paid off,5
15450,5,83000,5.48,5.35055,8449,52.2,Deuda,Hipoteca,0,1,10,4.4,paid off,1
15000,3,30000,27.76,18.7744,20813,34.5,Deuda,Hipoteca,0,0,11,6.8,paid off,4
10000,3,50000,14.4,8.0508,11442,67.7,Deuda renovable,Hipoteca,0,0,10,6.0,default,0
12800,3,45000,28.05,12.3008,12788,88.8,Deuda,Propio,0,0,13,3.2,default,3
31300,5,70000,26.5,14.1324,34947,71.5,Deuda,Hipoteca,0,0,13,4.0,default,7
3000,3,64000,18.47,1.76025,3135,61.5,Deuda,Propio,0,0,8,6.8,default,11
3200,3,15600,11.85,8.89077,0,56.1769,Deuda,Alquiler,0,0,2,3.0,default,6
4000,3,35000,22.83,5.07737,14274,93.3,No declara,Hipoteca,0,0,11,4.0,default,6
20000,3,102000,6.56,7.82871,11301,74.3,Deuda,Alquiler,0,0,4,5.6,paid off,11
15000,3,90000,17.16,6.74947,11538,31.6,Deuda,Alquiler,0,0,9,5.8,paid off,4
12000,3,72000,15.19,6.73783,9247,31.9,Deuda,Alquiler,0,0,12,6.0,paid off,5
16800,3,66820,22.79,10.4913,13608,93.2,Deuda,Alquiler,0,0,7,4.6,default,11
27175,5,62000,21.93,14.5208,14088,81.4,Inversion,Hipoteca,0,0,8,2.8,default,11
2400,3,85000,24.62,1.15271,27331,87.9,Compra,Hipoteca,0,1,10,6.0,default,7
10000,3,33000,18.11,12.4444,5829,58.9,Deuda renovable,Alquiler,0,0,10,6.0,paid off,3
8500,3,49870,17.61,6.61528,4877,34.1,Inversion,Hipoteca,1,0,12,5.2,paid off,9
8000,3,70000,3.21,4.74274,4689,67.0,Inversion,Hipoteca,0,0,6,3.6,paid off,7
10200,3,41000,24.82,9.08634,162,2.9,Deuda,Hipoteca,0,0,8,6.2,paid off,3
35000,3,75000,10.52,18.265,10397,16.5,Negocio,Hipoteca,0,0,20,5.4,default,6
17050,5,43000,20.81,12.3561,20284,25.6,Evento,Propio,1,0,14,3.8,default,3
8000,3,60000,7.62,5.3996,4806,73.9,Deuda renovable,Hipoteca,0,0,5,5.8,default,5
25000,3,113000,24.84,9.35342,51039,93.8,Deuda,Hipoteca,1,0,13,1.6,default,7
14000,5,120000,22.9,4.0683,1960,56.1769,Deuda,Alquiler,0,1,7,1.6,default,4
4900,3,55000,18.85,3.76931,13133,91.2,Deuda,Alquiler,0,0,6,4.8,default,4
17050,3,45000,20.53,16.0501,12836,61.1,Deuda,Hipoteca,1,0,18,4.8,paid off,11
10000,3,56000,26.44,7.66886,20315,95.8,Deuda renovable,Hipoteca,0,0,8,5.0,paid off,7
12000,3,105000,9.37,4.58731,13430,69.0,Deuda renovable,Hipoteca,0,0,9,5.8,paid off,11
7200,3,40200,1.91,6.72328,1612,3.2,Deuda,Hipoteca,0,0,9,7.0,paid off,11
8000,3,38000,20.18,8.19474,9031,49.9,Deuda,Hipoteca,0,0,12,6.0,default,5
10000,3,108000,6.26,3.38178,4653,10.1,Inversion,Hipoteca,0,0,10,6.2,paid off,2
6500,3,51012,13.81,5.22536,29212,63.1,Deuda,Alquiler,0,0,15,3.6,paid off,9
5125,3,60000,22.88,3.1178,13482,34.8,Deuda,Alquiler,0,0,9,6.4,default,6
25000,3,63000,27.62,17.5084,14655,84.7,Deuda,Hipoteca,0,0,19,3.8,default,9
5000,3,21000,7.14,10.7486,496,99.2,No declara,Alquiler,0,0,2,1.2,default,6
9600,3,53000,16.53,7.3354,9792,41.0,Deuda,Hipoteca,0,0,11,5.8,default,8
4000,3,48000,0.75,3.2305,3403,74.0,Deuda,Alquiler,0,0,4,5.6,default,5
17600,5,137000,15.3,4.37072,1675,7.6,Deuda,Alquiler,1,1,10,1.4,default,1
25000,5,95500,15.19,5.09265,52264,41.0,Negocio,Hipoteca,1,0,16,3.6,paid off,11
10000,3,100000,15.8,3.88116,22717,48.3,Deuda renovable,Hipoteca,0,1,10,5.2,paid off,3
14000,3,115000,9.49,4.82087,19445,45.4,Deuda,Hipoteca,0,0,21,5.6,default,6
8000,3,40000,17.22,8.7357,7795,83.8,Deuda,Propio,0,0,23,3.4,paid off,1
20000,3,78000,12.45,10.5297,22542,81.4,Deuda renovable,Alquiler,0,0,7,6.0,paid off,1
19875,5,55000,21.14,12.0137,17471,66.2,Deuda,Hipoteca,0,1,11,3.0,default,0
8500,3,40000,24.03,8.4843,6893,54.7,Deuda,Hipoteca,0,0,12,5.6,paid off,4
8000,3,78000,19.68,3.77892,4963,6.5,Bien de Capital,Hipoteca,0,0,20,6.4,paid off,5
12000,3,80000,4.81,5.47515,6322,15.3,Deuda,Hipoteca,0,0,9,6.4,paid off,6
6000,3,31500,20.13,6.95695,11851,44.9,Compra,Alquiler,0,0,8,6.2,paid off,11
13000,3,39689,24.04,13.3518,20688,91.5,Deuda,Propio,0,0,8,4.6,default,2
7500,3,30000,21.12,10.1792,7945,57.2,Deuda renovable,Hipoteca,0,0,10,4.2,default,3
28000,3,69400,17.81,16.9736,22806,86.4,Deuda,Alquiler,0,0,11,4.6,paid off,11
19725,3,74000,32.53,10.4932,40211,62.8,Deuda,Hipoteca,0,0,14,5.4,paid off,3
10000,3,77116,19.44,5.12143,4297,14.7,Compra,Hipoteca,1,0,22,6.0,default,11
5000,3,30000,26.88,6.9548,7660,63.8,Deuda,Hipoteca,0,1,10,4.6,default,11
20500,5,75000,17.06,8.11296,2168,14.5,Deuda,Alquiler,0,0,9,5.0,paid off,6
12500,3,101000,11.25,5.08242,6975,50.5,Deuda,Hipoteca,0,0,11,6.0,paid off,11
4000,5,38000,6.57,3.67074,4654,56.1,No declara,Hipoteca,0,0,7,1.6,paid off,8
6000,5,84000,2.14,1.94986,1787,32.5,No declara,Propio,1,0,8,4.2,paid off,6
16800,5,67000,26.27,7.52185,14783,74.7,Deuda renovable,Hipoteca,0,0,15,5.0,paid off,8
11500,3,50000,4.15,8.85792,4268,73.6,Negocio,Hipoteca,0,0,5,5.2,default,5
19200,3,49500,11.25,16.6179,16393,68.6,Deuda,Alquiler,0,0,16,5.0,paid off,10
16000,3,86580,18.92,6.91046,28613,74.7,Deuda,Hipoteca,0,0,10,6.6,paid off,1
13000,5,44400,16.49,8.32757,3532,78.5,Deuda,Alquiler,0,0,6,3.6,default,5
13000,3,112000,15.01,4.73143,46306,56.6,Deuda renovable,Hipoteca,0,0,16,4.6,paid off,10
35000,3,145000,10.06,10.4109,23796,58.1,Deuda,Alquiler,0,0,17,3.8,default,7
8000,5,30000,18.92,7.816,6644,31.8,Deuda,Alquiler,0,0,10,4.8,default,11
12000,3,48686,10.11,10.1075,15043,76.0,Deuda,Alquiler,0,0,10,3.6,paid off,11
15000,5,60000,4.68,6.7786,8319,46.7,Deuda,Alquiler,0,1,8,6.0,default,6
8875,3,28442,34.09,12.8143,11790,80.2,Deuda,Alquiler,0,0,11,6.0,default,8
15000,3,86000,28.15,7.00102,320,2.4,Deuda,Alquiler,0,0,8,5.8,default,10
13000,3,52809,7.45,9.61813,9895,81.4,Deuda,Alquiler,0,0,8,5.6,paid off,11
11200,3,67000,16.48,6.25093,5912,27.9,Bien de Capital,Alquiler,0,0,8,6.6,paid off,6
11325,3,33000,25.44,14.4378,7461,49.1,Deuda,Alquiler,0,0,10,4.6,paid off,0
15000,3,69830,11.02,9.11935,16478,84.9,Otros,Propio,0,0,8,2.2,paid off,4
20000,3,145000,15.07,5.44742,8870,34.2,Deuda,Hipoteca,0,0,15,6.0,paid off,2
3000,3,28000,20.53,4.68,5878,42.3,Deuda,Alquiler,0,0,8,3.4,paid off,4
10000,3,57600,23.0,6.61542,23792,74.6,Deuda,Hipoteca,1,0,18,7.0,paid off,11
18000,5,54000,19.38,9.78911,14719,70.4,Deuda,Hipoteca,0,0,9,3.4,paid off,9
6400,3,38000,22.17,7.38316,7322,82.3,Deuda,Propio,0,0,8,3.6,default,7
10000,3,95000,26.42,4.01103,27352,62.0,Inversion,Hipoteca,0,0,14,7.0,default,1
7325,3,23000,18.22,13.8626,5518,56.9,Deuda,Alquiler,0,0,6,4.0,paid off,5
9500,3,50000,16.49,7.6944,10406,50.0,Deuda,Alquiler,0,0,14,5.8,paid off,1
20000,3,105000,28.02,7.54286,27801,86.1,Deuda,Hipoteca,0,1,15,5.6,default,11
21850,5,50000,4.2,11.6969,4827,27.7,Deuda,Hipoteca,0,0,8,5.6,paid off,0
12975,3,97000,10.18,3.12816,12218,49.1,Bien de Capital,Hipoteca,0,0,5,7.0,paid off,7
8725,3,18000,20.27,19.63,6025,28.4,Compra,Alquiler,0,0,6,5.8,default,2
16000,5,52800,20.23,9.09023,5669,39.4,Deuda,Hipoteca,0,0,11,5.0,paid off,10
3500,3,70000,25.51,2.14011,7461,90.5,No declara,Hipoteca,0,0,13,2.0,default,11
22000,3,50000,26.18,16.7659,32078,44.6,Deuda,Hipoteca,0,0,10,7.0,paid off,11
10000,3,33900,13.42,12.2106,3199,76.2,Deuda,Hipoteca,0,0,5,4.6,default,6
20000,3,108900,14.64,8.41554,5171,97.6,Inversion,Hipoteca,1,0,7,2.8,default,2
16300,3,107500,17.09,5.58664,28515,24.9,Deuda,Hipoteca,0,0,14,6.4,paid off,11
5500,3,19000,10.8,12.9966,4878,56.7,Deuda,Alquiler,0,0,7,2.2,default,11
16950,5,38000,32.08,13.8117,12913,84.4,Deuda,Propio,0,0,15,3.6,default,5
5200,3,60000,4.34,3.374,5161,65.3,Negocio,Alquiler,0,0,7,5.6,default,8
7450,5,115000,20.5,1.90247,9734,73.2,Deuda,Alquiler,0,0,10,5.0,default,1
6600,3,35297,2.35,7.70513,3465,80.6,Inversion,Hipoteca,0,1,2,4.2,default,0
12000,3,45000,13.89,10.6272,4018,52.2,Deuda,Hipoteca,0,0,9,5.6,paid off,5
2500,3,36000,20.3,2.57867,842,46.8,Mudanza,Alquiler,0,0,7,6.6,default,4
4200,3,41000,21.76,4.2199,5600,39.2,Deuda,Alquiler,0,1,16,4.8,paid off,1
2700,3,40000,29.61,2.7555,15140,56.9,Deuda,Hipoteca,0,0,18,6.0,paid off,6
5000,3,28800,13.38,7.03083,2735,77.7,Deuda,Alquiler,0,0,14,5.8,paid off,7
10000,3,50000,17.71,7.98528,24820,42.8,Deuda renovable,Hipoteca,1,0,21,5.6,default,11
6000,3,42000,25.83,5.624,26922,75.2,Compra,Propio,0,0,5,5.4,paid off,11
15000,3,50000,27.0,12.1282,16524,50.7,Deuda,Alquiler,0,0,16,5.8,default,3
8000,3,39666,5.51,8.68794,3122,63.3,Deuda,Alquiler,0,0,6,4.0,default,5
7900,3,37000,19.17,8.40162,5614,38.7,Deuda,Alquiler,0,0,10,6.0,paid off,5
20000,3,200000,10.44,4.1781,28998,79.9,Deuda,Alquiler,0,1,10,4.6,paid off,7
7000,3,110000,17.27,2.75193,13565,95.5,Deuda,Alquiler,1,0,11,3.2,default,11
10000,3,45000,9.95,8.87253,15103,84.8,Deuda renovable,Alquiler,0,0,5,5.6,default,4
28625,5,72000,20.53,13.6585,9391,69.1,Deuda,Hipoteca,0,0,12,1.8,default,11
12000,3,125000,5.22,3.71664,11915,67.3,Deuda,Alquiler,0,0,7,5.2,paid off,1
11850,3,112000,16.98,4.22432,5417,79.7,Inversion,Hipoteca,1,0,7,5.6,default,11
12250,3,35000,22.35,15.0309,14918,87.2,Deuda,Propio,0,0,8,5.0,default,6
8875,5,85000,7.27,2.85798,946,27.0,Inversion,Hipoteca,0,0,4,5.8,paid off,11
15000,5,40000,13.65,11.9499,8471,75.6,Deuda,Alquiler,0,0,13,0.2,default,4
35000,3,105000,24.71,14.8085,19937,69.7,Deuda,Hipoteca,0,0,13,4.0,paid off,11
21000,3,105000,23.86,7.36891,35882,67.7,Deuda renovable,Alquiler,0,0,8,6.4,default,4
30000,5,61000,21.96,16.0591,19143,62.2,Deuda renovable,Alquiler,0,0,11,1.4,default,4
12000,3,79768,16.73,6.12531,2093,36.7,Compra,Propio,0,0,6,4.2,paid off,3
6000,3,24000,5.75,10.5415,2327,43.1,Evento,Propio,0,0,6,5.0,paid off,2
6000,3,45000,7.12,5.44293,3883,53.9,Deuda,Alquiler,0,0,3,6.0,paid off,11
12300,3,57000,16.65,7.88126,3507,12.4,Deuda,Hipoteca,0,0,7,6.2,paid off,6
15000,3,80000,16.07,7.59315,15637,61.9,Deuda,Hipoteca,0,0,15,5.8,default,5
6525,3,166500,0.15,1.58703,107,0.3,Evento,Alquiler,0,0,9,5.8,default,2
10000,5,53000,16.58,5.42332,7075,43.1,Deuda,Hipoteca,0,0,12,4.8,paid off,10
11200,3,85000,26.56,5.48908,28457,57.1,Deuda,Alquiler,0,0,15,4.4,default,11
31300,3,70000,22.19,20.2154,13102,92.9,Deuda renovable,Hipoteca,0,0,11,2.4,default,1
8000,3,24000,6.35,12.167,4749,26.0,Inversion,Hipoteca,0,0,6,6.4,paid off,4
8000,3,30000,25.32,10.8828,4643,33.2,No declara,Propio,0,1,6,4.2,default,11
13600,3,65000,13.2,8.23662,13708,34.7,Deuda,Alquiler,0,0,15,5.4,paid off,9
20000,3,75000,14.0,10.9883,17996,90.9,Deuda,Alquiler,0,0,17,4.2,paid off,5
4500,3,85000,2.12,2.20165,798,24.2,Deuda,Alquiler,0,0,8,4.6,paid off,3
25000,3,75000,11.36,14.0254,28065,48.6,Deuda,Alquiler,0,0,16,4.8,default,11
10050,3,30000,17.76,14.0936,9242,22.2,Deuda,Propio,1,0,13,4.6,default,11
16000,3,113000,10.12,5.73409,6927,81.5,Compra,Alquiler,0,0,11,5.8,paid off,2
3800,3,13200,17.18,10.7127,10004,28.7,Deuda,Alquiler,0,0,10,6.8,default,3
10750,3,82000,16.32,5.52161,5926,74.1,Deuda,Alquiler,0,0,11,4.8,paid off,9
10500,3,65000,27.02,6.93729,36613,79.7,Negocio,Hipoteca,0,0,14,5.0,paid off,5
22000,5,41000,24.56,14.9792,17957,53.8,Deuda,Hipoteca,0,0,10,4.6,default,11
9000,3,78000,19.51,4.21415,12360,56.7,Deuda,Alquiler,0,0,6,6.2,paid off,11
12800,3,36000,8.47,14.747,688,11.5,No declara,Alquiler,1,1,5,4.8,default,11
6500,3,66000,11.22,3.82745,2868,41.0,No declara,Alquiler,0,0,5,5.4,paid off,8
30000,5,250000,10.84,3.59971,17200,52.4,Deuda,Hipoteca,0,0,16,5.0,default,11
25475,5,57200,5.58,15.1523,8435,67.5,Deuda,Hipoteca,0,0,5,1.4,default,3
25000,3,100000,14.4,10.7363,19473,72.1,Deuda,Alquiler,0,0,4,3.2,default,2
6400,3,35000,23.32,7.6056,5434,72.5,Otros,Alquiler,1,0,8,5.0,default,3
6000,3,40000,19.65,5.6814,8062,34.2,Deuda,Hipoteca,0,0,8,7.0,paid off,9
3000,3,85000,17.46,1.30052,21432,44.0,Inversion,Hipoteca,0,0,12,6.4,paid off,11
8500,3,45000,7.23,7.66267,5041,59.3,Deuda,Alquiler,0,0,8,4.2,default,3
4000,3,40000,12.72,4.074,1583,32.3,Deuda,Alquiler,0,1,5,6.0,paid off,6
3500,3,65000,7.0,2.22886,8991,26.8,Deuda,Hipoteca,0,0,12,4.4,default,5
16000,5,66500,23.06,6.91579,9168,33.3,Deuda,Hipoteca,1,0,12,4.8,paid off,8
3000,3,58200,19.44,2.12412,17061,85.7,Deuda,Alquiler,0,0,8,4.2,paid off,5
9400,5,144000,8.68,2.05017,64161,36.4,Inversion,Hipoteca,1,0,9,2.6,paid off,3
20425,3,29000,11.42,12.3588,3879,71.8,Deuda,Alquiler,0,1,10,1.8,default,5
8000,3,30000,26.52,10.6824,20766,70.4,Deuda,Hipoteca,0,0,16,5.8,paid off,3
21000,5,44000,21.35,14.7155,10157,67.7,Deuda,Hipoteca,0,0,15,3.8,default,9
2550,3,78000,23.77,1.30538,5173,63.3,Deuda,Hipoteca,0,0,15,5.6,default,11
10625,3,21264,10.16,18.2494,1843,14.2,Deuda,Alquiler,0,0,6,6.2,paid off,11
6350,3,61000,17.09,4.21574,29773,92.8,Deuda,Hipoteca,0,0,10,5.8,default,11
19450,3,70000,12.41,11.0938,17397,63.7,Deuda,Hipoteca,0,0,8,5.6,paid off,7
13225,5,145000,7.21,3.26599,5586,82.1,Inversion,Hipoteca,0,0,8,0.4,paid off,1
19000,5,42000,5.31,13.8591,10331,31.0,Inversion,Hipoteca,0,0,9,4.0,default,11
20000,5,42000,21.14,13.6634,19020,76.1,Deuda,Alquiler,0,0,6,5.0,default,6
5500,3,34000,20.89,6.55059,1789,89.4,No declara,Alquiler,0,0,5,4.4,paid off,2
16425,5,37000,23.48,13.2678,5188,82.3,Deuda,Hipoteca,1,0,9,5.0,default,11
35000,5,82000,21.38,6.55551,41613,61.3,Deuda renovable,Hipoteca,0,0,13,3.6,paid off,11
21000,5,75000,18.24,8.38496,39183,95.0,Compra,Alquiler,0,0,9,2.6,default,1
24000,5,105000,15.07,7.5288,25350,30.8,Deuda,Hipoteca,1,0,25,2.4,paid off,1
10100,3,110000,9.22,3.88953,8447,46.7,Deuda,Hipoteca,0,0,10,3.4,paid off,11
35000,3,160000,18.83,8.33527,34378,71.5,Negocio,Hipoteca,0,0,14,7.0,default,3
17000,3,92000,18.9,7.63683,24058,79.4,Deuda,Alquiler,0,0,15,3.2,paid off,4
10000,3,35000,8.09,12.5767,8834,89.2,Deuda,Alquiler,0,0,7,3.8,default,8
4800,3,54000,16.96,3.714,5114,69.1,Deuda,Alquiler,0,0,6,4.4,paid off,7
18225,3,56000,27.04,13.9764,14574,53.4,Deuda renovable,Hipoteca,0,0,16,5.0,default,11
5675,3,17464,5.98,11.9732,1390,55.6,No declara,Hipoteca,0,0,7,6.4,paid off,0
10000,3,30000,10.0,13.9192,3987,68.7,Deuda renovable,Alquiler,0,0,8,4.8,default,1
15000,3,78900,12.78,7.24411,7485,53.1,Deuda renovable,Hipoteca,1,0,9,7.0,paid off,2
12000,3,50000,8.59,9.37992,11786,66.6,Deuda renovable,Hipoteca,0,0,9,5.4,paid off,8
7975,3,62000,30.14,5.13581,32228,69.6,Deuda renovable,Hipoteca,0,0,14,5.6,default,11
35000,5,220000,17.41,3.47335,31902,89.9,Deuda,Hipoteca,1,0,10,1.4,paid off,11
17000,5,46577,25.92,11.1817,13014,70.7,Deuda,Alquiler,0,0,11,3.6,default,3
3750,3,43000,6.25,3.26121,6764,67.6,Deuda,Hipoteca,0,0,6,6.6,default,6
7925,5,24636,28.2,8.66926,13379,65.3,Deuda,Alquiler,0,0,14,5.8,default,10
17475,5,60000,10.12,8.7368,9138,75.5,Deuda renovable,Alquiler,0,0,7,5.0,default,2
3200,3,48500,26.18,2.83348,9402,32.2,Compra,Alquiler,0,0,23,5.0,default,11
13725,3,80000,20.68,6.8499,27629,61.9,Deuda,Hipoteca,0,0,10,5.6,paid off,6
22250,3,50000,2.26,16.6404,3438,6.2,Deuda renovable,Alquiler,1,0,5,6.6,default,1
7000,3,95000,24.19,3.10345,590,84.3,Hipoteca,Alquiler,0,0,6,2.8,paid off,1
1600,3,60000,9.84,1.111,13804,81.7,Deuda,Alquiler,0,0,6,4.4,paid off,1
5000,5,31200,11.12,5.41577,9652,67.5,Bien de Capital,Hipoteca,0,1,8,1.2,default,2
21000,3,90000,23.11,8.89093,24092,82.8,Deuda,Hipoteca,0,0,10,7.0,paid off,11
7000,3,78000,4.42,3.30031,9523,22.9,Deuda renovable,Alquiler,0,0,27,6.4,paid off,6
24000,3,179000,18.29,5.10892,21878,63.2,Deuda,Hipoteca,1,0,15,7.0,default,11
4500,3,64000,7.52,2.76037,1596,22.2,Inversion,Hipoteca,0,0,12,5.2,default,3
15000,3,42996,15.57,14.7184,16430,80.1,Deuda,Propio,0,0,5,4.0,paid off,11
3000,3,48000,10.55,2.3335,5425,22.1,Compra,Alquiler,1,0,12,6.8,paid off,11
18000,3,46416,12.95,16.3332,5392,43.5,Deuda,Alquiler,0,0,7,4.8,default,10
3650,3,62000,1.39,2.36303,1691,3.5,No declara,Alquiler,0,0,5,5.8,paid off,11
20000,5,60000,10.52,11.3684,18309,87.2,Deuda,Alquiler,0,0,6,3.0,default,2
7200,3,57000,17.35,5.26211,8616,73.6,Deuda,Hipoteca,0,0,19,4.4,paid off,5
10125,3,34560,27.05,13.6274,11070,57.4,Deuda,Alquiler,0,0,14,2.8,default,6
13500,3,44000,8.7,12.2501,13373,61.6,Deuda,Hipoteca,0,0,8,5.6,paid off,7
4375,3,24480,29.46,6.50441,4660,47.1,Deuda,Alquiler,0,0,5,6.4,paid off,1
12000,3,40000,21.6,11.8101,7974,37.3,Deuda,Alquiler,0,0,7,5.4,default,3
10000,3,50000,16.79,7.98528,26325,86.3,Deuda,Alquiler,1,0,15,5.6,paid off,11
14000,3,67000,20.06,7.96209,16100,62.4,Deuda renovable,Alquiler,0,0,11,7.0,paid off,5
30000,5,85000,24.68,12.0616,50899,54.8,Deuda renovable,Hipoteca,0,0,18,1.2,paid off,11
12000,5,40000,23.43,9.7395,6458,71.8,Deuda,Alquiler,0,0,8,2.2,default,3
10000,3,36400,18.92,11.0763,9166,50.4,Deuda,Alquiler,0,0,9,3.8,paid off,3
15250,3,68000,15.6,9.93582,5361,63.1,Negocio,Alquiler,1,0,7,3.8,default,1
10000,3,37000,18.49,10.8542,5124,51.2,Evento,Alquiler,0,0,5,4.2,paid off,2
4000,3,45000,20.53,3.70293,4841,70.2,Deuda,Alquiler,0,0,8,4.4,paid off,8
10000,3,80000,17.64,4.9908,13499,57.0,Deuda,Hipoteca,0,0,10,5.6,default,9
14000,5,48298,9.99,9.906,7722,64.3,Deuda,Hipoteca,0,1,9,1.2,paid off,8
35000,5,120000,20.61,9.9191,11176,72.1,Deuda,Hipoteca,0,0,8,1.8,paid off,11
4000,3,90000,14.28,1.784,3487,26.6,Deuda,Propio,0,1,11,5.8,paid off,3
8975,3,27000,25.33,13.0573,4852,45.3,Deuda,Propio,0,0,7,5.4,paid off,11
7950,3,35000,26.54,9.05211,2405,14.3,Deuda,Alquiler,0,0,10,5.6,paid off,10
30000,5,89000,10.89,10.1751,9219,35.7,Deuda,Hipoteca,0,0,12,3.2,paid off,11
34800,5,117000,5.29,9.20985,11151,24.2,Inversion,Hipoteca,1,0,7,3.6,default,11
8000,3,75000,14.96,4.25088,10822,59.1,Deuda renovable,Hipoteca,0,0,14,6.0,paid off,10
20000,5,90000,16.65,6.526,15476,73.0,Deuda,Hipoteca,0,0,11,4.8,default,11
10000,3,68700,16.54,5.38707,11254,48.5,Deuda renovable,Propio,0,0,8,6.6,default,1
2200,3,60000,14.05,1.6612,8920,25.6,No declara,Alquiler,0,0,11,2.4,default,3
4000,3,35000,11.42,4.80891,6020,73.9,Bien de Capital,Alquiler,0,0,12,4.8,default,3
10000,5,40000,11.61,7.1892,17700,74.7,Deuda,Alquiler,0,1,8,3.6,default,11
3800,3,17000,13.98,9.05224,4317,32.2,Deuda renovable,Alquiler,0,0,5,5.8,default,2
18000,5,72000,11.65,8.199,10358,68.1,Negocio,Alquiler,0,1,8,2.6,default,7
24250,5,79000,18.71,10.8096,20306,79.0,Deuda,Hipoteca,0,0,14,1.8,paid off,11
7000,3,48000,13.63,6.5475,6045,78.5,Deuda,Alquiler,0,1,8,2.4,paid off,6
