Importe,añosPago,IngresoAnuales,RelacionIngresoDeuda,RelacionCuotaDeuda,PendienteEnTarjeta,UsoCreditoTarjeta,Objetivo,esPropietario,FueVeraz,TuvoEmbargo,Cuentas,PuntuacionGeneral,Default,AntiguedadLaboral
25600,5,57000,31.75,13.9956,7514,18.6,Deuda,Alquiler,0,0,13,3.8,default,11
20000,3,80000,10.95,11.0014,12542,75.6,Negocio,Alquiler,0,0,13,2.4,paid off,4
8000,3,65000,30.57,5.32246,24223,91.1,Deuda,Hipoteca,0,0,17,3.2,default,11
6375,3,20000,33.33,13.746,3696,22.4,Deuda,Alquiler,1,0,10,3.4,default,4
14500,3,55000,12.85,10.1653,18125,60.2,Deuda,Propio,0,0,5,5.2,default,11
20000,3,92000,30.64,9.63117,39950,80.4,Deuda,Alquiler,0,0,19,3.8,default,11
16800,3,72500,18.9,9.54852,20383,73.9,Deuda,Alquiler,0,0,8,4.2,paid off,9
9000,3,50000,7.8,7.86216,10439,76.2,Deuda renovable,Alquiler,0,0,5,3.4,default,5
5550,3,56000,10.93,4.28593,4037,61.2,Compra,Alquiler,0,0,9,3.2,paid off,8
21600,5,70000,24.72,10.4983,30567,89.5,Deuda,Alquiler,0,0,11,1.4,paid off,10
15000,5,43680,8.21,11.3769,7137,54.1,Deuda,Alquiler,0,0,8,2.8,paid off,6
13750,5,80000,18.9,5.2656,11111,72.6,Deuda,Alquiler,1,0,12,1.2,default,3
12725,5,90000,24.05,3.68813,10402,24.0,Inversion,Propio,0,0,9,5.6,paid off,10
6325,3,45000,19.39,5.736,1986,28.0,Deuda renovable,Hipoteca,0,0,4,4.2,paid off,5
17000,5,50000,27.17,12.1675,11859,46.1,Deuda,Alquiler,0,0,9,0.2,paid off,11
12000,3,150000,12.46,3.26616,30391,61.3,Negocio,Hipoteca,0,0,14,4.2,default,11
7500,3,50000,18.01,4.68504,7423,53.4,No declara,Alquiler,0,0,18,3.4,default,2
20000,3,64000,6.06,12.1444,6587,18.3,Deuda,Alquiler,0,0,17,5.4,default,1
3000,3,12000,32.0,9.526,9730,72.6,Deuda,Alquiler,0,0,7,7.0,default,0
12000,3,69000,10.96,7.14191,6960,54.4,Deuda,Hipoteca,0,0,9,6.0,paid off,11
10950,3,58000,19.53,7.05972,11215,36.4,Deuda renovable,Alquiler,0,0,11,6.6,paid off,8
12000,3,65000,14.64,7.46345,9845,94.7,Deuda renovable,Alquiler,1,0,4,6.0,paid off,1
21000,3,55000,14.99,14.4999,9946,37.3,Deuda renovable,Hipoteca,0,1,7,5.2,paid off,4
2800,5,49000,22.1,1.69763,8158,71.6,Negocio,Hipoteca,0,0,15,2.4,paid off,11
3000,3,31000,5.26,3.98903,3826,84.4,Inversion,Hipoteca,0,1,7,4.8,default,3
11300,3,65000,13.36,7.59342,8700,89.7,Deuda,Hipoteca,1,0,8,3.4,default,11
18000,3,70000,31.03,11.6256,35009,86.0,Evento,Hipoteca,0,0,20,2.4,default,0
15000,3,135000,12.18,4.52302,65230,68.9,Negocio,Hipoteca,0,0,18,4.8,paid off,8
15000,3,47000,15.03,12.3416,11839,76.9,Deuda,Alquiler,0,0,7,5.2,default,11
16000,3,67000,13.74,9.20776,18646,41.0,Deuda,Alquiler,0,0,11,5.2,paid off,11
9750,3,43742,27.54,9.77102,1929,28.0,Deuda,Hipoteca,0,0,8,3.6,default,11
14000,5,60000,16.58,7.2512,3232,33.3,Deuda,Hipoteca,0,1,11,3.8,paid off,7
20000,5,54000,31.04,11.1824,13858,75.7,Inversion,Hipoteca,0,1,9,3.4,default,5
16000,3,85000,15.68,7.068,21866,65.3,Deuda,Hipoteca,0,0,7,6.8,paid off,11
6000,3,36000,19.07,6.91267,9459,90.1,Deuda renovable,Alquiler,0,0,4,4.8,default,8
4800,3,71000,1.88,2.75273,2363,78.8,Mudanza,Hipoteca,0,0,3,4.4,paid off,0
15000,3,48000,16.25,13.4748,13390,58.0,Deuda,Hipoteca,1,0,12,3.2,default,9
28000,3,107000,21.16,10.5791,65213,81.9,Deuda,Hipoteca,1,0,14,5.8,paid off,11
12000,3,54424,26.86,8.80332,16340,64.1,Deuda,Hipoteca,0,1,14,5.6,paid off,0
6925,5,35000,14.02,6.42206,5896,48.7,Deuda,Hipoteca,0,0,9,2.6,default,5
10400,5,28000,31.61,11.2144,35964,64.1,Deuda,Hipoteca,0,0,9,3.8,paid off,0
24000,3,260000,16.39,3.6786,10014,33.0,Deuda,Hipoteca,0,0,15,5.6,paid off,4
15000,5,72000,20.62,5.76667,41897,80.3,Deuda,Alquiler,0,0,7,4.4,paid off,4
5000,3,20000,0.0,10.1706,0,0.0,Deuda,Alquiler,0,0,4,2.2,default,1
26450,5,248000,8.71,3.06561,21197,67.1,Deuda,Alquiler,0,0,7,4.4,default,8
8000,3,42000,29.33,7.45514,16745,50.9,Deuda renovable,Hipoteca,0,0,10,5.4,default,4
20700,5,47000,18.23,14.7386,6188,60.7,Deuda,Alquiler,0,0,5,3.0,default,6
11875,3,35859,29.21,13.2221,26527,84.2,Deuda renovable,Alquiler,0,0,7,5.6,default,5
8800,3,23800,2.37,14.1751,1483,5.3,Compra,Alquiler,0,0,5,6.8,paid off,3
20000,5,65000,26.97,9.48702,24642,42.5,Deuda renovable,Hipoteca,0,1,20,3.4,default,11
20000,3,75000,23.04,10.4749,28614,71.2,Deuda renovable,Hipoteca,1,0,15,5.4,paid off,7
20000,5,79000,9.05,8.38724,14881,76.3,Deuda,Alquiler,0,0,6,2.8,default,2
12000,3,50000,20.57,10.2353,11443,97.0,Deuda renovable,Alquiler,0,0,13,3.4,paid off,4
10000,3,30000,20.88,12.9768,6464,74.3,Deuda,Alquiler,0,0,12,5.6,default,11
8400,3,25000,7.82,13.151,4282,44.6,Deuda,Alquiler,0,0,7,5.4,default,10
15050,5,43000,20.23,10.3887,27007,86.3,Deuda,Hipoteca,0,0,12,5.0,default,11
20000,5,50000,22.7,13.7614,13612,95.2,Deuda,Alquiler,0,0,3,2.0,default,2
6400,3,60000,16.14,4.7226,4652,28.4,Vacaciones,Alquiler,0,0,10,4.0,default,1
3625,3,30000,17.48,5.3188,6898,62.1,No declara,Alquiler,0,0,7,3.8,default,3
10000,3,200000,12.48,0.97806,53087,69.9,No declara,Hipoteca,0,0,20,6.0,default,1
12000,3,50001,26.71,10.1664,18959,36.7,Deuda,Alquiler,0,0,17,4.8,default,5
4000,3,29000,3.39,5.39172,4408,22.0,Deuda,Hipoteca,0,0,5,5.4,paid off,11
20000,3,150000,0.82,5.24856,4363,10.5,Deuda,Hipoteca,0,0,8,5.2,default,4
2000,3,30123,15.38,2.73359,3759,80.0,Evento,Alquiler,1,0,11,5.0,paid off,6
18000,5,129000,7.78,3.91088,18434,37.9,Deuda,Hipoteca,1,0,12,5.0,default,10
14400,3,65000,8.65,9.33065,15515,93.5,Deuda renovable,Alquiler,0,0,4,4.8,paid off,2
8000,3,35000,18.24,8.83886,8600,63.2,Deuda,Hipoteca,0,0,9,5.2,paid off,5
18000,3,40000,27.87,18.4797,17930,67.7,Deuda,Propio,0,1,10,6.0,default,6
10000,3,63500,7.85,5.75169,7436,26.6,Deuda renovable,Alquiler,0,0,7,6.2,paid off,1
7600,3,73390,12.1,4.14841,6886,65.0,Deuda renovable,Alquiler,0,1,9,5.8,paid off,11
28000,3,110000,7.71,9.69916,11314,54.4,Deuda renovable,Hipoteca,0,0,14,7.0,paid off,6
25000,3,120000,21.8,7.8226,46733,59.1,Deuda renovable,Hipoteca,0,0,17,6.8,default,11
13300,5,24000,8.1,14.622,7095,14.8,Compra,Hipoteca,1,0,7,5.8,default,11
9000,3,40000,24.93,8.7873,15632,22.0,Deuda renovable,Hipoteca,0,0,17,5.4,paid off,11
10000,3,40000,17.55,10.5177,8211,86.4,Deuda renovable,Alquiler,0,1,7,4.6,default,4
24000,5,135000,10.42,4.85538,6591,64.6,Inversion,Hipoteca,0,0,8,1.8,default,11
4200,3,38000,19.77,4.476,3138,19.2,Deuda,Alquiler,0,0,18,5.8,paid off,11
12000,3,80000,9.9,6.10755,12699,56.4,Deuda renovable,Alquiler,0,0,10,4.2,paid off,6
30000,3,118000,16.91,11.4942,29459,85.6,Deuda renovable,Hipoteca,0,0,15,2.4,default,11
2400,3,60000,8.86,1.7298,5218,43.8,Deuda,Alquiler,0,0,9,3.2,paid off,6
14000,5,60000,20.22,6.5588,11714,62.4,Deuda,Hipoteca,0,0,11,4.2,paid off,10
7925,3,39780,25.34,7.44977,7011,70.8,Deuda renovable,Hipoteca,0,0,6,6.6,paid off,2
8000,3,25000,31.01,13.1861,9256,78.4,Otros,Alquiler,0,0,9,4.2,default,11
5000,3,50000,11.21,4.23624,3885,22.7,Compra,Propio,0,0,7,3.2,default,11
6625,3,33000,24.04,8.50436,8324,35.1,Deuda,Hipoteca,0,1,16,4.8,default,5
20675,3,47000,25.58,19.4888,29804,81.0,Deuda,Alquiler,0,0,15,3.8,default,11
9500,3,45600,16.34,8.11158,8737,80.4,Deuda,Hipoteca,0,0,7,5.2,paid off,6
3225,3,21600,27.89,5.795,3569,21.2,Deuda renovable,Alquiler,1,0,12,5.2,default,2
25000,3,80000,10.73,12.8148,27725,42.7,Deuda renovable,Alquiler,0,0,20,4.2,default,1
8000,3,65000,12.82,5.07157,4301,61.4,Inversion,Hipoteca,0,0,6,4.4,default,10
8500,3,60000,19.3,5.4984,19279,28.3,Deuda,Alquiler,1,0,13,5.2,paid off,10
8900,3,80000,4.47,2.8479,8932,44.7,Deuda,Alquiler,0,0,6,6.6,paid off,1
6600,3,47000,26.89,5.27285,7362,87.6,Inversion,Hipoteca,0,0,6,6.8,paid off,6
11625,3,20000,14.58,22.3464,20245,50.1,Deuda,Alquiler,0,0,5,5.4,default,2
10000,3,50000,15.77,7.40952,6262,36.6,Deuda,Alquiler,0,0,12,6.6,paid off,2
7500,3,40000,29.49,7.4724,7113,56.5,Deuda renovable,Alquiler,0,0,11,5.6,default,7
7500,3,35000,22.49,9.36,10272,28.2,No declara,Alquiler,0,0,22,3.4,default,7
4950,3,30000,6.72,6.7992,4996,40.3,Deuda,Alquiler,0,0,9,4.4,default,10
6400,3,35000,27.26,7.69303,6597,35.3,Deuda renovable,Alquiler,1,0,12,4.6,default,11
4000,3,55000,22.81,2.78225,22042,24.9,Deuda renovable,Hipoteca,1,0,15,5.2,default,6
10000,3,65000,30.35,6.14252,16854,40.9,Deuda,Hipoteca,0,0,13,5.6,default,3
15000,3,55000,22.13,9.95498,26805,35.4,Deuda,Hipoteca,0,0,13,6.4,paid off,11
22000,3,125000,28.43,6.4847,28791,70.6,Deuda,Hipoteca,0,0,15,6.4,paid off,11
15000,3,120000,1.69,5.2204,5624,48.1,Inversion,Propio,1,0,3,3.6,paid off,11
3500,3,65000,15.58,2.19969,8450,79.7,Inversion,Hipoteca,0,0,6,5.0,default,1
5500,3,40000,13.5,5.3748,13662,53.5,Deuda,Hipoteca,0,0,14,5.4,default,6
1500,5,40000,7.08,1.0167,6243,68.6,Vacaciones,Hipoteca,0,0,8,4.2,paid off,5
8000,3,70000,30.21,4.55451,6163,38.0,Deuda,Hipoteca,0,1,11,5.6,paid off,3
16000,3,88712,3.68,7.08026,3327,10.7,No declara,Alquiler,0,0,9,5.2,default,3
5000,3,80000,25.58,2.2827,8111,32.0,No declara,Hipoteca,0,0,16,6.2,default,2
9750,3,35000,21.36,11.1017,9946,29.8,Deuda renovable,Alquiler,1,0,16,5.6,default,4
10000,3,55000,21.45,7.46662,8548,49.7,Deuda,Alquiler,0,0,11,6.0,default,7
29000,3,71000,21.73,15.6436,32197,47.9,Deuda renovable,Alquiler,0,0,16,7.0,paid off,1
12000,3,80000,20.34,5.7156,13792,60.2,Deuda,Hipoteca,0,1,12,7.0,paid off,4
34475,3,86000,2.79,16.4622,11286,37.2,Inversion,Hipoteca,0,0,9,6.0,paid off,8
3600,3,64000,18.77,2.54831,11626,96.9,Deuda renovable,Propio,0,0,10,2.4,default,11
25000,3,70000,7.1,13.9543,1535,2.1,No declara,Hipoteca,0,0,9,5.6,paid off,2
35000,3,120000,25.35,11.3199,7804,18.6,Deuda,Hipoteca,0,0,14,5.2,paid off,2
5000,3,90000,11.33,2.05133,10643,26.3,Deuda,Hipoteca,0,0,9,6.4,paid off,11
4375,3,15000,16.8,11.32,8810,55.1,Inversion,Alquiler,0,0,5,5.2,default,11
21500,5,70000,11.28,8.63931,21767,77.2,Deuda,Hipoteca,1,0,11,4.4,paid off,11
16450,3,110000,11.53,6.89073,26672,80.1,No declara,Hipoteca,0,0,8,2.6,default,3
8500,3,18000,13.67,19.154,4867,46.4,Compra,Alquiler,0,0,13,4.4,default,3
10000,3,50000,11.28,7.81776,10809,39.9,Deuda renovable,Alquiler,0,0,7,5.4,paid off,2
3000,3,36000,8.77,3.414,8901,65.4,Deuda,Alquiler,0,0,8,4.8,paid off,1
10000,3,48000,30.23,8.76475,3980,94.8,Deuda,Hipoteca,0,1,6,4.6,default,11
6000,3,32000,25.28,7.36538,7259,91.0,Deuda renovable,Alquiler,0,0,18,5.4,paid off,2
35000,3,150000,5.04,10.2284,17212,74.5,Negocio,Alquiler,0,0,11,3.6,default,4
8750,3,51500,3.38,6.77103,4031,16.8,Deuda,Alquiler,0,0,6,5.6,paid off,8
7000,3,40000,19.74,7.8378,13412,91.2,Deuda,Alquiler,0,0,13,4.0,default,3
9000,3,250000,18.47,1.39378,2442,19.4,Deuda,Hipoteca,0,0,5,5.2,paid off,11
7750,3,56000,33.18,5.98479,7975,69.3,Deuda renovable,Hipoteca,1,0,8,3.2,default,3
5000,3,66000,1.0,3.11691,0,0.0,Mudanza,Alquiler,0,0,3,5.0,default,1
10750,3,90000,1.13,4.40093,2443,6.6,Inversion,Hipoteca,0,0,8,6.4,paid off,2
4000,3,30000,23.0,5.1352,2587,56.2,Deuda,Alquiler,0,0,7,5.2,paid off,1
3000,3,85000,28.81,1.36984,12864,51.9,Inversion,Alquiler,0,0,19,5.2,paid off,11
8475,3,36000,18.07,10.11,5033,79.9,No declara,Alquiler,0,0,5,5.0,default,2
8450,3,50000,24.65,7.38168,10634,80.0,No declara,Alquiler,0,0,6,3.4,default,4
12000,3,69805,17.21,6.68067,10790,67.0,Deuda,Alquiler,0,0,10,5.4,paid off,4
4200,3,25000,17.57,6.30816,8624,74.3,Deuda,Propio,0,0,6,6.8,default,5
9100,3,25000,12.19,14.6107,7235,92.8,Deuda renovable,Alquiler,0,0,5,6.0,default,1
10000,3,49000,4.04,8.01649,6513,25.8,Deuda renovable,Hipoteca,0,1,7,5.4,paid off,0
25000,3,84480,32.76,13.6486,19650,77.7,Deuda,Alquiler,1,0,13,3.0,default,6
2000,3,65000,15.82,1.24394,4572,57.1,Deuda,Hipoteca,1,0,7,4.2,paid off,9
31300,5,70000,26.1,15.2127,26700,88.7,Deuda renovable,Hipoteca,0,0,8,1.4,default,1
7000,3,33000,10.04,7.90982,983,2.1,Evento,Hipoteca,0,0,20,6.4,paid off,11
5000,3,90000,16.85,2.38027,12739,72.4,Otros,Hipoteca,0,0,10,5.0,paid off,8
15000,5,150000,12.87,2.55856,18908,36.9,Deuda renovable,Hipoteca,0,0,14,5.4,paid off,11
6600,3,32400,22.0,8.26481,6521,67.7,Deuda,Hipoteca,0,0,7,3.6,paid off,11
12000,3,36000,16.7,13.609,13692,86.1,Deuda renovable,Propio,0,0,5,4.2,default,0
12500,3,70000,19.1,6.7032,12220,39.2,Deuda renovable,Alquiler,0,0,10,7.0,paid off,4
18075,3,41000,20.9,18.6749,6000,36.8,Deuda,Hipoteca,0,0,26,4.8,default,7
14400,3,36000,34.63,16.7123,9193,78.6,Deuda renovable,Alquiler,0,0,7,4.4,default,0
5500,3,48984,8.62,4.85571,4836,48.4,Deuda,Hipoteca,0,0,11,3.2,paid off,0
35000,3,110000,6.57,13.4784,11597,21.3,Deuda renovable,Hipoteca,0,0,14,3.2,paid off,7
35000,3,145000,8.34,10.085,9575,30.5,Deuda,Hipoteca,0,0,12,4.4,paid off,2
10000,3,45000,12.24,9.84533,12709,78.0,Deuda,Alquiler,0,0,11,3.8,default,11
14825,3,68500,20.55,9.16782,18209,64.3,Deuda,Alquiler,0,0,24,4.8,default,2
7000,5,37500,22.75,5.36096,3937,34.8,No declara,Alquiler,1,0,8,4.8,paid off,5
18000,3,74000,15.13,9.52168,5354,28.2,Inversion,Hipoteca,1,0,11,5.4,paid off,7
12800,3,99600,19.95,5.15325,23893,89.8,Deuda renovable,Hipoteca,0,0,13,5.8,paid off,2
10000,3,53000,16.96,7.64083,25145,69.1,Deuda renovable,Alquiler,0,0,17,5.8,paid off,7
10000,3,87000,4.9,4.32234,33850,57.9,Deuda,Hipoteca,0,0,10,6.6,paid off,11
8000,3,52500,2.67,6.35954,3214,74.7,Deuda,Hipoteca,0,0,6,5.0,paid off,7
15000,3,800000,2.39,0.740505,50784,0.0,No declara,Hipoteca,0,0,3,6.0,paid off,11
3000,3,153000,20.21,0.767451,56211,96.1,Deuda renovable,Propio,0,0,19,5.8,paid off,11
8000,3,55000,16.25,5.84138,55821,95.8,Deuda renovable,Hipoteca,0,0,8,4.2,default,11
21000,5,56000,20.08,10.8979,13090,83.4,Deuda,Alquiler,0,0,7,4.8,paid off,3
16625,3,90000,5.28,7.27187,16794,85.7,Deuda,Hipoteca,0,0,7,5.4,default,8
15275,3,58000,20.75,10.3676,9211,30.6,Deuda renovable,Hipoteca,0,0,7,5.4,default,11
17500,3,44000,21.63,15.9728,20010,85.1,Deuda,Alquiler,0,0,7,6.0,paid off,7
22000,3,84500,30.29,10.864,21761,80.6,Deuda,Hipoteca,0,0,14,4.6,default,10
28000,3,90000,17.88,12.6675,28961,79.1,Deuda renovable,Alquiler,0,0,9,4.2,paid off,3
8875,3,29000,24.5,13.3672,14474,91.0,Deuda,Alquiler,0,0,11,3.4,default,10
14675,3,37800,26.92,15.9975,7246,60.4,Deuda renovable,Alquiler,1,0,9,4.2,default,9
9000,3,100000,5.87,3.28704,1717,5.7,Deuda,Hipoteca,0,0,9,6.2,paid off,2
13050,3,50000,8.21,10.8557,1295,25.4,Deuda,Propio,0,1,6,5.0,default,6
13000,3,55000,13.53,10.3612,12720,94.9,Deuda,Hipoteca,0,0,8,3.6,paid off,3
30000,3,83000,14.53,14.8431,37001,81.0,Deuda renovable,Hipoteca,0,0,7,6.0,paid off,2
13000,3,57000,22.76,9.532,24648,90.0,Deuda,Hipoteca,0,0,8,3.6,paid off,11
10000,3,130000,20.7,3.06554,30130,32.9,Deuda,Hipoteca,0,0,21,5.6,paid off,6
12800,3,70000,12.02,7.79829,7194,67.2,Negocio,Alquiler,0,1,8,3.4,default,6
16000,3,115000,15.52,5.75906,8819,80.9,Deuda,Hipoteca,0,0,8,4.4,paid off,8
17350,5,43986,28.92,12.9363,13783,95.1,Deuda,Alquiler,0,0,6,2.6,default,9
4500,3,50000,16.44,4.10784,11523,91.5,Mudanza,Alquiler,0,0,5,2.4,default,8
12375,3,76000,15.51,6.68668,7473,77.0,No declara,Alquiler,1,0,7,6.0,paid off,6
5500,3,41500,14.98,5.29157,7675,47.7,Deuda,Alquiler,0,0,8,5.6,default,3
25000,5,64837,20.62,12.2562,20367,80.8,Deuda,Alquiler,1,0,11,2.2,default,7
6000,3,60000,18.18,4.2118,37679,77.1,Deuda,Alquiler,0,0,13,4.8,default,11
8000,3,105000,13.62,3.04206,17009,57.5,Deuda,Alquiler,0,0,14,5.6,paid off,5
8000,3,39432,0.0,8.06999,0,0.0,Inversion,Hipoteca,0,0,2,6.0,paid off,7
10350,3,40000,17.88,10.9608,23468,80.1,Deuda,Alquiler,0,0,8,4.8,default,11
3000,5,70000,0.69,1.33526,162,11.6,Inversion,Hipoteca,0,0,4,1.6,default,4
18000,3,42500,3.56,17.8182,3533,45.9,Deuda,Propio,0,0,4,4.6,paid off,11
35000,5,140000,17.58,8.52626,27912,97.3,No declara,Hipoteca,0,0,14,3.0,default,2
9450,3,25000,22.61,13.9272,5943,18.6,Compra,Alquiler,0,0,12,6.4,paid off,4
20400,3,115000,12.93,6.98327,21562,31.1,Deuda,Hipoteca,0,0,18,5.4,paid off,1
6000,3,40000,26.91,6.2592,3840,27.4,Inversion,Hipoteca,0,1,7,4.6,default,3
10000,3,70000,24.27,6.45771,9660,44.9,Hipoteca,Hipoteca,0,0,9,2.8,paid off,3
6075,3,59000,24.63,4.03017,20062,72.2,Deuda,Hipoteca,1,0,17,5.4,default,11
14000,3,62800,19.24,8.97382,13579,64.5,Deuda,Alquiler,0,0,10,6.0,paid off,6
8000,3,14400,1.25,21.5083,368,15.3,Otros,Alquiler,0,0,3,5.2,default,4
4000,3,95000,8.72,1.56341,6634,68.5,Mudanza,Hipoteca,0,0,6,6.6,paid off,1
19000,5,39000,10.74,14.9252,20331,74.5,Deuda renovable,Hipoteca,0,0,6,3.6,default,11
13000,3,52000,12.12,10.9742,8862,48.2,Vacaciones,Hipoteca,0,0,8,3.6,default,8
3250,3,8000,13.8,15.6465,5136,34.9,Deuda,Alquiler,0,0,6,7.0,default,1
6850,3,30000,17.96,9.4048,5812,55.4,Deuda,Alquiler,0,0,7,4.2,default,2
35000,3,130000,15.7,11.3904,155792,89.2,Deuda renovable,Hipoteca,0,0,11,4.8,paid off,11
18800,3,65000,15.86,11.7129,6862,44.0,Deuda,Hipoteca,1,1,14,5.8,paid off,3
14800,3,62000,16.59,9.39716,15971,55.5,Deuda,Hipoteca,0,0,11,5.4,paid off,3
9600,3,65000,3.54,5.77218,5446,47.8,Deuda,Hipoteca,0,0,6,5.4,paid off,11
25600,5,73192,19.35,10.6035,47511,78.8,Deuda,Hipoteca,0,0,8,3.2,paid off,11
8000,3,43094,16.99,7.6496,10959,72.6,Deuda renovable,Alquiler,0,0,13,4.2,default,9
13200,3,56800,14.6,9.54359,10162,54.6,Deuda renovable,Hipoteca,0,1,7,6.0,paid off,10
15000,3,102000,13.2,5.69341,13942,46.3,Deuda,Hipoteca,0,0,17,5.8,default,7
13000,3,35000,9.12,15.0158,10320,53.2,Deuda renovable,Alquiler,0,0,7,6.0,default,3
1450,5,24000,3.6,1.6215,3904,42.4,Inversion,Alquiler,0,0,5,4.2,default,4
20000,3,113000,2.61,7.79076,4578,12.7,Evento,Alquiler,0,0,8,3.8,default,8
10000,3,200000,0.26,1.89666,3313,2.5,Otros,Hipoteca,0,0,11,6.8,paid off,1
17000,5,60000,16.19,8.4994,21158,63.2,Deuda,Alquiler,1,0,9,5.0,default,4
8700,3,40000,20.82,8.5437,3953,42.1,Deuda,Hipoteca,0,0,12,5.4,default,1
7000,3,87000,12.21,3.00869,19731,43.4,Deuda,Propio,0,0,13,6.6,paid off,2
17050,5,40000,17.1,12.5178,3980,19.6,Deuda,Alquiler,0,0,11,4.8,default,0
17200,5,56743,20.7,10.2752,3623,78.8,Deuda,Hipoteca,1,0,8,2.8,default,11
17050,3,39000,10.49,17.3123,13105,67.2,Deuda,Hipoteca,0,0,12,5.6,paid off,0
12500,3,38000,10.96,13.8546,7100,94.7,Deuda renovable,Hipoteca,1,0,6,4.8,default,11
14825,3,43000,26.18,15.1133,4017,43.9,Deuda,Alquiler,0,0,11,3.6,default,8
24075,5,72000,23.51,10.8552,22132,32.7,Deuda renovable,Alquiler,0,0,20,2.4,default,11
27000,3,103000,22.32,11.4118,6658,39.2,Inversion,Hipoteca,0,1,9,3.6,paid off,9
10000,3,126000,24.13,2.93676,38396,62.5,Deuda renovable,Alquiler,0,0,11,7.0,paid off,2
8600,3,59774,5.72,6.36558,6152,99.2,Deuda renovable,Hipoteca,1,0,3,2.6,paid off,11
3600,3,65000,17.93,2.32394,20171,89.6,Otros,Alquiler,0,0,13,5.0,paid off,2
11000,3,54000,16.09,5.14533,11644,69.6,Deuda,Hipoteca,0,0,8,6.8,paid off,2
12000,3,44000,11.92,11.7941,3493,47.8,Deuda,Alquiler,0,0,11,3.2,default,3
8725,3,65000,8.31,5.11477,17709,62.4,Deuda,Alquiler,0,0,8,7.0,paid off,6
4000,3,50000,23.23,3.4356,18284,88.3,Deuda,Hipoteca,0,0,11,5.0,default,6
16000,3,50000,16.75,13.1225,3020,40.3,Deuda,Alquiler,0,0,12,4.6,default,4
10000,3,104130,22.48,3.88902,13109,91.0,Otros,Hipoteca,0,0,9,5.8,paid off,11
24000,3,70000,17.04,14.4242,24091,66.0,Deuda renovable,Hipoteca,0,0,12,4.6,paid off,11
25050,5,70000,20.87,11.7362,27761,51.3,Deuda renovable,Alquiler,0,0,20,2.6,paid off,11
20000,3,110000,16.84,7.21658,42015,94.4,Deuda,Hipoteca,0,0,8,5.6,paid off,5
9800,3,50000,16.8,7.7796,13595,53.1,Otros,Propio,0,0,8,5.6,paid off,11
28800,3,130000,16.26,8.44154,29771,45.3,Deuda,Hipoteca,0,0,11,7.0,paid off,11
8000,3,42000,6.91,8.03143,8311,68.7,Deuda renovable,Alquiler,0,0,10,5.0,default,4
11500,3,101000,17.95,4.7956,9438,54.2,Deuda,Hipoteca,0,1,13,4.8,paid off,9
10200,3,30000,27.4,15.2044,10670,71.1,Deuda,Alquiler,0,0,10,2.6,default,1
24000,3,130000,17.58,7.92831,20131,79.3,Deuda,Alquiler,0,1,13,5.0,paid off,11
7200,3,35000,16.83,7.57954,2236,4.1,Deuda,Hipoteca,0,0,13,6.4,paid off,11
5500,3,41000,11.03,5.43249,1671,8.7,Deuda,Hipoteca,1,0,8,5.8,default,11
7000,3,38000,17.18,7.96611,12286,68.3,Deuda,Alquiler,0,0,11,3.2,default,2
18000,5,36000,5.43,15.5743,4545,18.6,Deuda,Alquiler,0,0,13,2.4,default,5
21000,5,90000,20.11,6.7512,27183,62.2,Deuda,Hipoteca,0,0,10,4.6,default,1
3000,3,19992,8.04,5.57143,6107,36.1,No declara,Alquiler,0,0,5,6.6,default,11
3600,5,70000,21.29,1.32257,52432,79.8,Deuda renovable,Hipoteca,0,0,10,5.6,default,11
26500,5,60000,20.62,13.9594,37869,74.7,Deuda,Propio,0,0,10,4.0,default,4
14000,3,85000,17.21,6.72169,25547,65.2,Deuda renovable,Hipoteca,1,0,7,4.2,paid off,11
2500,3,140000,13.64,0.770143,14574,68.1,Vacaciones,Hipoteca,1,0,8,3.8,paid off,11
25000,3,140000,16.55,7.02969,23033,44.7,Deuda,Hipoteca,0,0,11,5.4,default,10
10000,3,75000,9.22,5.60944,6788,55.6,Deuda renovable,Hipoteca,0,0,11,4.6,paid off,10
13200,5,91000,7.66,3.69851,22932,56.6,Deuda,Hipoteca,0,0,12,5.4,paid off,5
6625,3,30000,25.08,9.8108,6627,47.7,No declara,Alquiler,0,0,10,4.0,paid off,6
14000,5,60000,26.1,7.4668,41528,86.3,Deuda renovable,Alquiler,0,0,11,4.0,default,11
15000,5,53000,13.27,8.06377,5750,34.6,Inversion,Hipoteca,0,0,7,3.4,default,11
4900,3,32400,23.85,6.21333,2379,68.0,Deuda,Alquiler,0,1,5,4.0,paid off,4
9500,3,28000,14.79,13.9809,2842,67.7,Deuda,Alquiler,0,0,6,4.2,default,5
6200,3,52000,6.72,5.05292,6044,86.3,Deuda,Alquiler,0,0,5,4.0,paid off,2
27575,3,70000,19.75,17.3398,9303,52.9,No declara,Hipoteca,0,0,11,3.8,default,11
10000,3,42000,19.54,10.1286,11254,72.1,Deuda,Hipoteca,0,1,12,3.2,default,5
12300,3,71000,20.71,7.13544,14896,88.7,Deuda,Hipoteca,0,1,9,4.2,paid off,11
4500,3,74000,1.49,2.43,2698,33.3,Mudanza,Alquiler,1,0,5,5.8,paid off,1
5000,3,12000,9.9,16.962,2905,25.5,Deuda,Otro,0,0,6,4.8,default,1
12300,3,24835,15.99,18.5202,13468,82.6,Deuda,Alquiler,0,0,6,6.6,default,3
